Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Restaurante Algarabía¬;¬Marcos M¬;¬¬;¬3¬;¬12¬;¬1¬;¬Marcos MUn_Es¬;¬5¬;¬Un gran descubrimiento¬;¬Es un restaurante de los que son difíciles de encontrar hoy en dia. Una comida de calidad excelente tanto en los componentes como en la preparación. Algunos platos muy originales dignos de ganar un concurso y un trato personalizado y familar. Estuvimos 7 personas de varios países diferentes y todas ellas lo clasificaron como un descubrimiento excelente. Los precios están... Más  Es un restaurante de los que son difíciles de encontrar hoy en dia. Una comida de calidad excelente tanto en los componentes como en la preparación. Algunos platos muy originales dignos de ganar un concurso y un trato personalizado y familar. Estuvimos 7 personas de varios países diferentes y todas ellas lo clasificaron como un descubrimiento excelente. Los precios están más que ajustados. La sala semi-apartada es un lujo para la cena de un grupo así. Para volver (varias veces) sin duda.¬;¬25 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Eva M¬;¬¬;¬0¬;¬1¬;¬0¬;¬Eva MUn_Nos¬;¬5¬;¬Un descubrimiento.¬;¬Nos pareció un restaurante distinto y acogedor, tanto por su decoración como por sus anfitrionas, que nos hicieron disfrutar de la cena con su simpatía y su profesionalidad. Recomiendo las pochas con cordero y las croquetas. Gracias Isabel y Pilar. Nos pareció un restaurante distinto y acogedor, tanto por su decoración como por sus anfitrionas, que nos hicieron disfrutar de la cena con su simpatía y su profesionalidad. Recomiendo las pochas con cordero y las croquetas. Gracias Isabel y Pilar.¬;¬23 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 4;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬elibeni2016¬;¬Madrid, España¬;¬0¬;¬1¬;¬1¬;¬elibeni2016Ya_Cua¬;¬5¬;¬Ya no quedan sitios como este¬;¬Cuando entras te parece que estas en una casa particular, mesas con libros, fotografías por las paredes, mezcladas con críticas del restaurante, de cuando se escribían en periodicos y revistas...todo muy personal, como son ellas. Las dos hermanas que lo llevan, siempre juntas, son adorables: Te aconsejan sobre la comida y la bebida, te cuentan la última exposición a la... Más  Cuando entras te parece que estas en una casa particular, mesas con libros, fotografías por las paredes, mezcladas con críticas del restaurante, de cuando se escribían en periodicos y revistas...todo muy personal, como son ellas. Las dos hermanas que lo llevan, siempre juntas, son adorables: Te aconsejan sobre la comida y la bebida, te cuentan la última exposición a la que han ido o te hablan de cuando empezaron...vamos que te hacen sentir como en casa. La comida es realmente buena, se nota la buena materia prima y la buena mano. Un gusto conocerlo y un gusto recomendarlo¬;¬18 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 4;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬ejal0ns0¬;¬Madrid, España¬;¬0¬;¬2¬;¬0¬;¬ejal0ns0Pe_Es¬;¬5¬;¬Pequeño y coqueto¬;¬Es un local muy pequeño y coqueto, escondido en el centro de Madrid, con una cocina estupenda, tradicional pero muy personal, y con unas dueñas, Isabel y Pilar, que te hacen sentir como en casa. Sin lugar a dudas un sitio para recomendar y volver. Es un local muy pequeño y coqueto, escondido en el centro de Madrid, con una cocina estupenda, tradicional pero muy personal, y con unas dueñas, Isabel y Pilar, que te hacen sentir como en casa. Sin lugar a dudas un sitio para recomendar y volver.¬;¬18 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Marynell O¬;¬¬;¬1¬;¬3¬;¬0¬;¬Marynell OMe_Nos¬;¬5¬;¬Memorable!¬;¬Nos encantó la comida y la esmerada atención. Los platos son comida española diferente, va más allá de la típica comida que se consigue en la mayoría de sitios. El menú esta cuidadosamente elaborado. Es sin duda, uno de los mejores secretos de Madrid. Nos encantó la comida y la esmerada atención. Los platos son comida española diferente, va más allá de la típica comida que se consigue en la mayoría de sitios. El menú esta cuidadosamente elaborado. Es sin duda, uno de los mejores secretos de Madrid.¬;¬15 agosto 2016¬;¬¬;¬¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Sergio D¬;¬Madrid, España¬;¬5¬;¬84¬;¬19¬;¬Sergio DRe_Tra¬;¬5¬;¬Recomendable sin ninguna duda¬;¬Trato excepcional por parte de Isabel, pendiente en todo momento de todo tipo de detalle y encantadora en su forma de tratarnos tan familiar. Una charla muy agradable sobre viajes con ella al terminar la cena. Su hermana Pilar, la chef, también encantadora, saió para ver que nos había parecido la cena y luego estuvo un rato charlando con nosotros.... Más  Trato excepcional por parte de Isabel, pendiente en todo momento de todo tipo de detalle y encantadora en su forma de tratarnos tan familiar. Una charla muy agradable sobre viajes con ella al terminar la cena. Su hermana Pilar, la chef, también encantadora, saió para ver que nos había parecido la cena y luego estuvo un rato charlando con nosotros. El local acogedor y muy agradable con pocas mesas que favorece ese trato tan personalizado que dan. De la comida decir que utilizan un excelente producto muy bien elaborado y tratado. Para empezar te ponen dos aperitivos salmon y gambas escabechadas y un pate de la casa muy buenos, luego compartimos puerros y confit de pato, esparragos crujientes y chumarro con cebolla confitada todos ellos nos encantaron siendo el chumarro un plato a pedir si vas al restaurante. De postre crema de arroz con leche e infusión. Dos botellas de agua y una de muga 82€ dos personas. Muy buena relación calidad precio para una gran velada. Gracias y lo recomendaremos además de volver.¬;¬12 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 4;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Adolfo V¬;¬¬;¬0¬;¬1¬;¬0¬;¬Adolfo VCo_El¬;¬5¬;¬Comida excelente y compañía muy agradable.¬;¬El lugar es muy acogedor y la comida excelente, el vino de la casa también me pareció muy bueno. La compañía excepcional, disfrutamos mucho la conversación y la experiencia. El lugar es muy acogedor y la comida excelente, el vino de la casa también me pareció muy bueno. La compañía excepcional, disfrutamos mucho la conversación y la experiencia.¬;¬11 agosto 2016¬;¬¬;¬¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬CARLOSBG1977¬;¬¬;¬0¬;¬2¬;¬2¬;¬CARLOSBG1977To_Ano¬;¬5¬;¬Totalmente recomendable.¬;¬Anoche estuve cenando con mi pareja en Algarabía. Se trata de un restaurante muy especial, acogedor, y con una cocina casera de gran calidad. Isabel y Pilar te hacen sentir como en casa. Totalmente recomendable, volveremos. Anoche estuve cenando con mi pareja en Algarabía. Se trata de un restaurante muy especial, acogedor, y con una cocina casera de gran calidad. Isabel y Pilar te hacen sentir como en casa. Totalmente recomendable, volveremos.¬;¬9 agosto 2016¬;¬Visitado el agosto de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Juani S¬;¬¬;¬1¬;¬3¬;¬0¬;¬Juani SXX_El¬;¬5¬;¬XXI Aniversario¬;¬El pasado 4 de agosto hemos ido a cenar a éste restaurante pequeñito, acogedor y fantástico, cumplían 21 años de apertura. Pilar, la chef, nos preparó una cena inenarrable, todo exquisiteces, no se puede describir los bocaditos que se te deshacían en la boca con un sabor maravilloso y todo ello regado con un vino riojano de excelente calidad. La... Más  El pasado 4 de agosto hemos ido a cenar a éste restaurante pequeñito, acogedor y fantástico, cumplían 21 años de apertura. Pilar, la chef, nos preparó una cena inenarrable, todo exquisiteces, no se puede describir los bocaditos que se te deshacían en la boca con un sabor maravilloso y todo ello regado con un vino riojano de excelente calidad. La atención de Isabel, como siempre, divertida y apasionada. ¡Feliz aniversario chicas!....y por otros muchos aniversarios más.¬;¬8 agosto 2016¬;¬¬;¬¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬damfidalgo¬;¬Madrid, España¬;¬0¬;¬2¬;¬3¬;¬damfidalgoCo_Tra¬;¬5¬;¬Comida casera de gran calidad¬;¬Trato muy cercano y gran calidad de la comida. Ambiente íntimo para parejas y celebraciones familiares. Trato muy cercano y gran calidad de la comida. Ambiente íntimo para parejas y celebraciones familiares.¬;¬18 julio 2016¬;¬¬;¬¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Cocina local, Ocasiones especiales¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
