Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Casa Benigna¬;¬Nuria M¬;¬¬;¬2¬;¬5¬;¬7¬;¬Nuria MFa_Los¬;¬5¬;¬Fantásticos arroces¬;¬Los arroces son espectaculares. Otro imprescindible es el salmón, realmente bueno. Es cierto que los precios son elevados, pero el trato, el ambiente, la comida y todos los detalles que tienen con el comensal merecen la pena.¬;¬2 mayo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Jose Maria R¬;¬¬;¬6¬;¬151¬;¬23¬;¬Jose Maria RLa_La¬;¬5¬;¬La mejor paella¬;¬La mejor paella y los mejores arroces que jamas haya comido. Extraordinariamente bien preparadas las paellas, vale la pena dejarse aconsejar por el propietario del lugar y sin duda comerá excelentemente bien. Pocos conocedores del arroz como el. La paella con arroz ahumado con un poco de sabor a madera es de lo mejor que en arroces haya comido. No... Más  La mejor paella y los mejores arroces que jamas haya comido. Extraordinariamente bien preparadas las paellas, vale la pena dejarse aconsejar por el propietario del lugar y sin duda comerá excelentemente bien. Pocos conocedores del arroz como el. La paella con arroz ahumado con un poco de sabor a madera es de lo mejor que en arroces haya comido. No se lo puede perder¬;¬27 abril 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬exigente23¬;¬Madrid, España¬;¬2¬;¬7¬;¬4¬;¬exigente23Mu_Lo¬;¬5¬;¬Muy original¬;¬Lo que dan aquí no es paella, es mejor que eso. La originalidad es algo que vale mucho y ellos la tienen. El arroz me encanto y llego rapidisimo un 10. Lo que dan aquí no es paella, es mejor que eso. La originalidad es algo que vale mucho y ellos la tienen. El arroz me encanto y llego rapidisimo un 10.¬;¬26 abril 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Javier G¬;¬¬;¬3¬;¬21¬;¬5¬;¬Javier GAr_Es¬;¬5¬;¬Arrocería de cucharada y paso atrás¬;¬Es una verdadera experiencia culinaria poder acercarse por Casa Benigna, si has podido encontrar mesa o reserva, y comer un buen arroz seco a la valenciana cocinado a fuego - nada de horno- y servido en ""patella"" (utensilio de su invención) al centro de la mesa. El restaurante es pequeño y acogedor, muy casero, decorado por la abuela. Se respira... Más  Es una verdadera experiencia culinaria poder acercarse por Casa Benigna, si has podido encontrar mesa o reserva, y comer un buen arroz seco a la valenciana cocinado a fuego - nada de horno- y servido en ""patella"" (utensilio de su invención) al centro de la mesa. El restaurante es pequeño y acogedor, muy casero, decorado por la abuela. Se respira la tranquilidad que necesitas para disfrutar. Algunos dirán que es caro, ... yo creo que simplemente no es un sitio para mediocres.¬;¬14 abril 2016¬;¬Visitado el junio de 2015¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Vega L¬;¬Madrid, España¬;¬3¬;¬15¬;¬2¬;¬Vega LUn_Sie¬;¬5¬;¬Un arroz de 10¬;¬Siendo de Levante, es dificil encontrar un arroz a la altura de los que pueda comer allí. Casa Benigna ha cumplido mis expectativas con creces, el arroz a la valenciana estaba exquisito, con capas muy finas y un sabor impresionante. La única pega es el precio al que se te pone el plato de arroz por comensal, por lo que... Más  Siendo de Levante, es dificil encontrar un arroz a la altura de los que pueda comer allí. Casa Benigna ha cumplido mis expectativas con creces, el arroz a la valenciana estaba exquisito, con capas muy finas y un sabor impresionante. La única pega es el precio al que se te pone el plato de arroz por comensal, por lo que lo recomendaría para ocasiones especiales. Los camareros muy amables y el propietario se pasea entre las mesas preocupándose por el servicio. Recomiendo reservar con tiempo. Para los que van a ir con coche, hay un garaje al lado del restaurante y creo que o te hacen descuento o te dan la estancia gratis.¬;¬12 abril 2016¬;¬Visitado el abril de 2016¬;¬Relación calidad-precio 3;Servicio 4;Comida 5¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬MARIA TERESA S¬;¬¬;¬3¬;¬11¬;¬3¬;¬MARIA TERESA SAm_Tra¬;¬5¬;¬Amantes paella¬;¬Trato exquisito.las ""patellas"" y los ahumados valen el desplazamiento, ya que la ubicación no es centrica.El dueño muy amable con todos los comensales.La madre aunque ya mayor continua sentada para dar la bienvenida.Buena relación calidad de productos y precio Trato exquisito.las ""patellas"" y los ahumados valen el desplazamiento, ya que la ubicación no es centrica.El dueño muy amable con todos los comensales.La madre aunque ya mayor continua sentada para dar la bienvenida.Buena relación calidad de productos y precio¬;¬12 abril 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬¬;¬¬;¬0¬;¬0¬;¬0¬;¬De_Nor¬;¬5¬;¬Deliciosos arroces, nos encanto la ""patella"" de arroz negro.¬;¬Norberto, nos ilustro sobre la preparacion de sus arroces y nis trasmitio su pasion por lo que hace. Muy recomendable, el arroz negro y el sorbete de fresa. Volveremos. Norberto, nos ilustro sobre la preparacion de sus arroces y nis trasmitio su pasion por lo que hace. Muy recomendable, el arroz negro y el sorbete de fresa. Volveremos.¬;¬10 abril 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Pedro L¬;¬Madrid, España¬;¬4¬;¬34¬;¬19¬;¬Pedro LVi_Me¬;¬5¬;¬Visita obligada¬;¬Me han recomendado este restaurante para impresionar a unos clientes extranjeros, bajo la premisa: es un restaurante secreto de decoración estupenda y mejor comida. ¡Y vaya que sí! Sobre todo por la comida, impresionante. El servicio maravilloso, muy profesional. Os recomiendo el salmón ahumado y el arroz de marisco. Y además de precio va bastante bien. Mis clientes han quedado... Más  Me han recomendado este restaurante para impresionar a unos clientes extranjeros, bajo la premisa: es un restaurante secreto de decoración estupenda y mejor comida. ¡Y vaya que sí! Sobre todo por la comida, impresionante. El servicio maravilloso, muy profesional. Os recomiendo el salmón ahumado y el arroz de marisco. Y además de precio va bastante bien. Mis clientes han quedado encantados.¬;¬5 abril 2016¬;¬Visitado el abril de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Juan B¬;¬¬;¬4¬;¬31¬;¬21¬;¬Juan BTo_Fen¬;¬5¬;¬Toda una experiencia¬;¬Fenomenal trato, empezando por Norberto y su mamá, que nos reciben nada más entrar al local con una sonrisa, preludio de lo que viene después. Con una decoración especialmente acogedora, cálida y que te aisla del entorno, el restaurante ofrece como ""buque insignia"" unos arroces en Patella (mejor que os explique la historia su dueño, Norberto) que merecen muy mucho... Más  Fenomenal trato, empezando por Norberto y su mamá, que nos reciben nada más entrar al local con una sonrisa, preludio de lo que viene después. Con una decoración especialmente acogedora, cálida y que te aisla del entorno, el restaurante ofrece como ""buque insignia"" unos arroces en Patella (mejor que os explique la historia su dueño, Norberto) que merecen muy mucho la pena. Elaborados con mimo, dedicación y buenas materias primas, no son el único aliciente de la carta de la casa, ya que probamos entre otras cosas un salmón ahumado muy potente. De los precios diremos que están en la media de lo que se puede pagar hoy en día en Madrid por una cocina de calidad (en nuestro caso, con dos botellas de perro verde - vino verdejo -) dos patellas, salmón ahumado, revuelto de setas, queso parmesano, aguas, postre de degustación, cafés y dos licores salió por unos 60€ por comensal (4 personas). Para repetir sin duda, y muy a tener en cuenta para sorprender a familiares y amigos.¬;¬30 marzo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
¬Restaurante¬;¬Casa Benigna¬;¬Carlos B¬;¬Las Rozas, España¬;¬5¬;¬65¬;¬19¬;¬Carlos BEl_Se¬;¬5¬;¬El mejor arroz de Madrid¬;¬Se mucho de arroces y paellas. Los primeros de Alicante y los segundos de Valencia: No confundir. He probado todos o casi todos los de Madrid y este es mi favorito. El dueño tenia un restaurante en San Vicente del Raspeig (Alicante) y el arroz lo borda... Entradas escasas pero muy buenas. Recomendable! Se mucho de arroces y paellas. Los primeros de Alicante y los segundos de Valencia: No confundir. He probado todos o casi todos los de Madrid y este es mi favorito. El dueño tenia un restaurante en San Vicente del Raspeig (Alicante) y el arroz lo borda... Entradas escasas pero muy buenas. Recomendable!¬;¬28 marzo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Mediterránea, Española¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Familias con niños, Cocina local, Ocasiones especiales, Romántico¬;¬domingo 13:30 - 16:00 lunes 13:30 - 16:00 21:00 - 23:30 martes 13:30 - 16:00 21:00 - 23:30 miércoles 13:30 - 16:00 21:00 - 23:30 jueves 13:30 - 16:00 21:00 - 23:30 viernes 13:30 - 16:00 21:00 - 23:30 sábado 13:30 - 16:00 21:00 - 23:30¬;¬Dirección: Calle Benigno Soto 9, 28002 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 914133356¬;¬Cerrado por vacaciones del 1 al 15 de agosto.¬
