Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Tacos & Tapas¬;¬Pilar V¬;¬París, Francia¬;¬3¬;¬10¬;¬3¬;¬Pilar VEs_El¬;¬5¬;¬Espectacular¬;¬El mejor restaurante mexicano de Madrid sin duda. Toda la comida riquísima en especial los Nachos con Guacamole. El personal muy agradable y servicio muy rápido. Volveremos muy pronto! El mejor restaurante mexicano de Madrid sin duda. Toda la comida riquísima en especial los Nachos con Guacamole. El personal muy agradable y servicio muy rápido. Volveremos muy pronto!¬;¬9 abril 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Felipeyai¬;¬Mejorada del campo, España¬;¬3¬;¬10¬;¬6¬;¬FelipeyaiMu_Un¬;¬5¬;¬Muy muy bueno¬;¬Un restaurante muy acogedor con un trato excelente. Tanto los tacos, como la enchilada, las margaritas y los postres son espectaculares. Sin duda repetiremos. Un restaurante muy acogedor con un trato excelente. Tanto los tacos, como la enchilada, las margaritas y los postres son espectaculares. Sin duda repetiremos.¬;¬8 abril 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Raul R¬;¬¬;¬2¬;¬8¬;¬2¬;¬Raul RDe_El¬;¬5¬;¬De las mejores comidas que he comido en mi vida...¬;¬El trato más que excelente, y la comida fue deliciosa. Comimos quesadillas, tacos y enchilada, y estaban inmejorables. Espero que sigan siempre siendo así de buenos. Hacía mucho tiempo que no salía tan feliz y satisfecho de un restaurante. El trato más que excelente, y la comida fue deliciosa. Comimos quesadillas, tacos y enchilada, y estaban inmejorables. Espero que sigan siempre siendo así de buenos. Hacía mucho tiempo que no salía tan feliz y satisfecho de un restaurante.¬;¬27 marzo 2016¬;¬Visitado el marzo de 2016¬;¬Relación calidad-precio 4;Servicio 5;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬sacompi92¬;¬¬;¬2¬;¬6¬;¬5¬;¬sacompi92Mu_Rec¬;¬5¬;¬Muy rico todo!!!!¬;¬Recomiendo las enchiladas de los dos tipos, están estupendas. La margarita es de las mejores que he probado. Un ambiente acogedor y todos muy amables. Compensa ir!! Recomiendo las enchiladas de los dos tipos, están estupendas. La margarita es de las mejores que he probado. Un ambiente acogedor y todos muy amables. Compensa ir!!¬;¬27 marzo 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬JordiCebria¬;¬Barcelona, España¬;¬2¬;¬7¬;¬1¬;¬JordiCebriaAt_Res¬;¬5¬;¬Atención como en casa¬;¬Restaurante acogedor, servicio y atención fantástico. Comida estupenda. Si hubiera que ponerle un pero un poquito más de cantidad y sería perfecto. Restaurante acogedor, servicio y atención fantástico. Comida estupenda. Si hubiera que ponerle un pero un poquito más de cantidad y sería perfecto.¬;¬24 marzo 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬mariar_garcia¬;¬Madrid, España¬;¬0¬;¬1¬;¬1¬;¬mariar_garciaMu_Com¬;¬5¬;¬Muy recomendable¬;¬Comida muy rica, impresionantes quesadillas y tacos. Trato super amable y ambiente acogedor. Recomendable cien por cien. Comida muy rica, impresionantes quesadillas y tacos. Trato super amable y ambiente acogedor. Recomendable cien por cien.¬;¬20 marzo 2016¬;¬Visitado el marzo de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Jorgegf1977¬;¬A Coruña, España¬;¬2¬;¬5¬;¬1¬;¬Jorgegf1977EX_Sit¬;¬5¬;¬EXCELENTE, VOLVEREMOS SIN DUDA¬;¬Sitio explendido, con una atention inmejorable,con personal muy atento,acogedor que te sentiras como en tu casa, y con la mejor comida mexicana que he comido.Si te gusta este tipo no dudes en acudir alli. Sin duda volveremos. Muchas gracias Sitio explendido, con una atention inmejorable,con personal muy atento,acogedor que te sentiras como en tu casa, y con la mejor comida mexicana que he comido.Si te gusta este tipo no dudes en acudir alli. Sin duda volveremos. Muchas gracias¬;¬17 marzo 2016¬;¬Visitado el marzo de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬SONIA B¬;¬A Coruña, España¬;¬0¬;¬1¬;¬0¬;¬SONIA BUn_Lug¬;¬5¬;¬Un trocito de México !!!!¬;¬Lugar encantador donde poder disfrutar de la gastronomía mejicana, con un ambiente agradable y acogedor. Volveré en mi próxima visita a Madrid. Lugar encantador donde poder disfrutar de la gastronomía mejicana, con un ambiente agradable y acogedor. Volveré en mi próxima visita a Madrid.¬;¬16 marzo 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Rafaelmartinezcadals¬;¬Madrid, España¬;¬1¬;¬4¬;¬0¬;¬RafaelmartinezcadalsVo_Fui¬;¬5¬;¬Volveremos!!!¬;¬Fuimos este fin de semana cuatro amigos para cenar y estaba todo reservado. Por suerte hubo una cancelación y pudimos saborear su cocina mexicana. El sabor de sus tacos es espectacular, también sus fajitas de carne y un explendido guacamole. Volveremos seguro Fuimos este fin de semana cuatro amigos para cenar y estaba todo reservado. Por suerte hubo una cancelación y pudimos saborear su cocina mexicana. El sabor de sus tacos es espectacular, también sus fajitas de carne y un explendido guacamole. Volveremos seguro¬;¬15 marzo 2016¬;¬Visitado el marzo de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬cazandoGangas¬;¬¬;¬4¬;¬31¬;¬14¬;¬cazandoGangasCo_Com¬;¬5¬;¬Comida y trato excelentes¬;¬Comida estupenda en este acogedor restaurante mexicano de La Latina. Relación calidad precio excelente. Personal muy atento y amable. Comida estupenda en este acogedor restaurante mexicano de La Latina. Relación calidad precio excelente. Personal muy atento y amable.¬;¬5 marzo 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
