Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬DSTAGE¬;¬cerdoiberico¬;¬Madrid, España¬;¬5¬;¬54¬;¬25¬;¬cerdoibericoNo_Sin¬;¬3¬;¬No tan sorprendente¬;¬Sin duda ninguna Dstage es un gran restaurante que ofrece muchas cosas pero me decepcionó un poco el que no me sorprendiese como esperaba. Igual es porque ya llevaba un exceso de información conmigo o porque mis expectativas eran demasiado altas pero sus platos, salvo alguna excepción, no me impactaron en exceso. El servicio es atento y que el propio... Más  Sin duda ninguna Dstage es un gran restaurante que ofrece muchas cosas pero me decepcionó un poco el que no me sorprendiese como esperaba. Igual es porque ya llevaba un exceso de información conmigo o porque mis expectativas eran demasiado altas pero sus platos, salvo alguna excepción, no me impactaron en exceso. El servicio es atento y que el propio chef se acerque a conversar y explicarte sus platos sin duda es de agradecer. Otro punto negativo es el precio, un poco excesivo en mi opinión.¬;¬5 febrero 2015¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬Jesusito1975¬;¬Madrid, España¬;¬6¬;¬405¬;¬210¬;¬Jesusito1975Me_Fui¬;¬3¬;¬Me esperaba mas¬;¬Fui con unos amigos a comer un viernes a las 15h. Me apunté a ultima hora, ellos habian hecho la reserva al menos 2 meses antes, ya que está muy de moda. El local es bonito mezcla de estilos NY/Londres/paises nórdicos, pero en mi opinión es un estilo que se esta copiando y trillando demasiado por parte de todo el... Más  Fui con unos amigos a comer un viernes a las 15h. Me apunté a ultima hora, ellos habian hecho la reserva al menos 2 meses antes, ya que está muy de moda. El local es bonito mezcla de estilos NY/Londres/paises nórdicos, pero en mi opinión es un estilo que se esta copiando y trillando demasiado por parte de todo el mundo. Lo que menos me ha gustado es la escasa edad del personal, lleno de crios, muchos poco profesionales, algunos no vocalizan bien y no te enteras de lo que te estan explicando. Creo que un restaurante de 1 estrella Michelín debería cuidar mucho más el personal que contrata y trabaja en el. El dueño Diego Guerrero es muy simpatico y profesional y esta atento a todo. La comida, pues la típica comida de autor, a mi personalmente hubo 3 de los 10 platos que no me gustaron absolutamente nada; si eres de buen comer te vas a quedar con hambre y el precio pues imaginaros, bastante caro, 110 euros por cabeza con vino. Por cierto pedimos vino blanco y nos lo trajeron un poco caliente. Eso si se tiraron el rollo y nos invitaron a las copas, lo cual es un detalle. En fin, personalmente como me esperaba mas me han decepcionado algunos platos, su escasa cantidad, la poca profesionalidad del personal y también el alto precio. No creo que repita. Saludos.¬;¬24 enero 2015¬;¬Visitado el enero de 2015¬;¬Relación calidad-precio 2;Ambiente 4;Servicio 2;Comida 4¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬marmonica7382¬;¬Talavera de la Reina, España¬;¬4¬;¬24¬;¬21¬;¬marmonica7382Ni_En¬;¬3¬;¬Ni fu ni fa....¬;¬En general bien,estás agusto comiendo pero sales con la sensación de no saber qué opinar, ambiente frío,menú degustacion de 10 platos que no te sorprende, jamás he comido tanto pan como hoy y eso no es buena señal, te ofrecen tomar algo nada más llegar (18 euros 3 cervezas) y te ponen de aperitivo un plato que ya entra en... Más  En general bien,estás agusto comiendo pero sales con la sensación de no saber qué opinar, ambiente frío,menú degustacion de 10 platos que no te sorprende, jamás he comido tanto pan como hoy y eso no es buena señal, te ofrecen tomar algo nada más llegar (18 euros 3 cervezas) y te ponen de aperitivo un plato que ya entra en el menú,pienso que si pido algo para beber fuera del menú,el aperitivo también debería ser fuera de menú. En definitiva,sí......pero no.¬;¬6 diciembre 2014¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬Manuelgimenez¬;¬Nueva York, estado de Nueva York¬;¬2¬;¬5¬;¬2¬;¬ManuelgimenezNo_Est¬;¬3¬;¬No me sorprendió¬;¬Estuvimos cenando cuatro. es cierto que todo está muy conseguido, pero les falta mucho por afinar. La decoración del local se queda bastante a medias, porque no se diferencia nada de todos los restaurantes de decoración nórdica de la zona. DG se acercó a charlar y nos contó su propuesta. Ojalá le vaya bien. Volveremos y esperamos que continúen mejorando Estuvimos cenando cuatro. es cierto que todo está muy conseguido, pero les falta mucho por afinar. La decoración del local se queda bastante a medias, porque no se diferencia nada de todos los restaurantes de decoración nórdica de la zona. DG se acercó a charlar y nos contó su propuesta. Ojalá le vaya bien. Volveremos y esperamos que continúen mejorando¬;¬19 noviembre 2014¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬jose b¬;¬madrid¬;¬0¬;¬1¬;¬3¬;¬jose bLi_Un¬;¬3¬;¬Liviano placer¬;¬Un local bonito, con cierto aire de bar de copas. Las tres estaciones, barra, barra de cocina y comedor tienen gracia pero no es lo mío. Más allá de probar una nueva propuesta culinaria no le veo el sentido. No es cómodo, no es acogedor, no es tranquilo. Es tabernario. Eso si, una taberna que funciona muy bien. En esto... Más  Un local bonito, con cierto aire de bar de copas. Las tres estaciones, barra, barra de cocina y comedor tienen gracia pero no es lo mío. Más allá de probar una nueva propuesta culinaria no le veo el sentido. No es cómodo, no es acogedor, no es tranquilo. Es tabernario. Eso si, una taberna que funciona muy bien. En esto hay que reconocer el buen hacer del personal. Atento, eficaz y con un manejo preciso de los tiempos. Ya, por fin, en una mesa de taberna, sin mantel ni aderezos de ningún tipo, se suceden los platos que nos propone el chef. No se si de tanto leer que estaba rico mis expectativas se habían disparado, pero no me convenció. La mayoría de los platos son la mitad pinchos de diseño con aspiraciones de ganar algún concurso y la otra mitad únicamente merecerían un lugar como guarnición. Salvo de la hoguera las zamburiñas, los raviolis de alubias y los dos platos de pescado. Nada sorprendentes pero al menos ricos, ricos. En fin, que no se si se me olvidará el pastón que pagué por tan liviano placer.¬;¬2 noviembre 2014¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬RafaHN¬;¬España¬;¬5¬;¬83¬;¬44¬;¬RafaHNEn_Me¬;¬3¬;¬En proceso. Necesita rodarse¬;¬Me gusta Diego Guerrero. Creo que es un gran chef, muy creativo y sorprendente. El Club Allard fue una grandísima sorpresa (que aguantó muy bien su marcha) pero dStage necesita mejorar mucho. El local está muy bien, moderno, con un diseño muy limpio y muy cuidado. No me convence la barra pero tampoco desentona. Comienzas la comida en la barra,... Más  Me gusta Diego Guerrero. Creo que es un gran chef, muy creativo y sorprendente. El Club Allard fue una grandísima sorpresa (que aguantó muy bien su marcha) pero dStage necesita mejorar mucho. El local está muy bien, moderno, con un diseño muy limpio y muy cuidado. No me convence la barra pero tampoco desentona. Comienzas la comida en la barra, luego pasas a la cocina y finalmente a la mesa. La idea no está mal pero la barra no aporta nada; la cocina sí porque permite ver cómo se manejan. El personal es muy joven y muy atento; algunos proceden del Club Allard, otros de Kabuki y otros restaurantes. Echo de menos un sumiller que ejerza de tal, está el ex-sumiller de Kabuki Wellington pero no hace de sumiller; nosotros le reconocimos y le pedimos que nos recomendara vinos. La carta es muy amplia y bien de precio pero creo que sería buena idea que el sumiller no sirva mesas y ejerza. Hay 2 menús: 10 y 18 platos. Pedimos el largo por 118 € y me pareció excesivamente caro, teniendo en cuenta que el restaurante está en fase de rodaje. He leído críticas de todo el menú y no me extenderé. Sí quiero destacar algunos platos: Para bien: el jalapeño relleno de steak tartar, la ensalada de encurtidos con morrillo de atún, el ravioli de alubias de Tolosa y la torrija de pan tumaca con sardina ahumada. El postre es una reinterpretación del acuario muy bien lograda. Para mal: zamburiña, sandwich de sandía helada e hígado de pichón con remolacha. En resumen: un muy buen proyecto que necesita rodaje. El menú todavía no tiene continuidad y evolucionará pero no deberían cobrar a precio de restaurante establecido lo que el comensal ayuda a mejorar. Otro pero: llevo 1 mes pidiendo una factura de la comida y no son capaces de enviármela. Tickets, recibos y similares los que quiera pero no factura. Quiero volver en unos meses para ver cómo ha evolucionado. De momento, un aprobado.¬;¬23 octubre 2014¬;¬Visitado el agosto de 2014¬;¬Relación calidad-precio 2;Ambiente 4;Servicio 5;Comida 3¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬Iván L¬;¬Málaga, España¬;¬1¬;¬3¬;¬2¬;¬Iván LSa_Pue¬;¬3¬;¬Sabor amargo¬;¬Pues no se. Me siento extraño, pues mis expectativas con este restaurante eran muy altas. En fin, me estaré haciendo mayor sin darme cuenta y reconozco que me gusta cenar con mantel, sin que me apabullen con tanta atención a la que no sabe uno que decir y que dejen de pasearme de un lado a otro. No me sentí... Más  Pues no se. Me siento extraño, pues mis expectativas con este restaurante eran muy altas. En fin, me estaré haciendo mayor sin darme cuenta y reconozco que me gusta cenar con mantel, sin que me apabullen con tanta atención a la que no sabe uno que decir y que dejen de pasearme de un lado a otro. No me sentí cómodo en ningún momento. En fin, será cosa mía. Aunque a mi acompañante e inductora tampoco le maravilló. A lo mejor resulta que las propuestas del chef están bien sin ser para tanto y que la cosa no mejora espontáneamente por mucho que uno mire la cocina. No se, quizá se superen y le quiten a uno el sabor amargo a la hora de afrontar la cuenta.¬;¬28 septiembre 2014¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬MANUELALDARIZ¬;¬Madrid, España¬;¬0¬;¬1¬;¬2¬;¬MANUELALDARIZEx_Lac¬;¬3¬;¬Expectativa en suspenso¬;¬Lacal demasiado informal para mi gusto. No acabo de pillarle el sentido a tanta deambulación para llegar a la comida. Lo de la barra de entrada ya lo había vivido antes y lejos de causarme expectación me incomoda, más aun si hay que repetir la historia en la cocina. Bueno, cada uno es cada uno, pero yo me iría a... Más  Lacal demasiado informal para mi gusto. No acabo de pillarle el sentido a tanta deambulación para llegar a la comida. Lo de la barra de entrada ya lo había vivido antes y lejos de causarme expectación me incomoda, más aun si hay que repetir la historia en la cocina. Bueno, cada uno es cada uno, pero yo me iría a la mesa directamente. El sándwich de sandía, de textura indefinible, no me parece manera de empezar a ponerse serios. La comida, la de verdad, en una mesa desmantelada y poco acogedora, cómo decirlo, está bien pero no se a dónde van a llegar por este camino. Me quedo con la torrija y el huevo con panceta, o sea lo más clásico y reconocible. Lo demás apunta maneras pero le falta solidez, claridad y comprensión, al menos por mi parte. Creo que esperaré un añito a ver qué tal.¬;¬27 septiembre 2014¬;¬Visitado el septiembre de 2014¬;¬Relación calidad-precio 3;Ambiente 3;Servicio 3;Comida 3¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬Juanjo M¬;¬Madrid, España¬;¬3¬;¬13¬;¬32¬;¬Juanjo MSi_Cen¬;¬3¬;¬Siempre llueve a gusto de todos¬;¬Cené en Dstage hace unos días. Parafernalia aparte, que es simpática pero no añade nada ni a la comida ni al interés sincero por el quehacer de un gran restaurante, la sensación general es la de el reino de lo políticamente correcto. Diego Guerreo me comentó: ""Es que cocinamos para todo el mundo"". Y vaya que sí. Está bien, quizá,... Más  Cené en Dstage hace unos días. Parafernalia aparte, que es simpática pero no añade nada ni a la comida ni al interés sincero por el quehacer de un gran restaurante, la sensación general es la de el reino de lo políticamente correcto. Diego Guerreo me comentó: ""Es que cocinamos para todo el mundo"". Y vaya que sí. Está bien, quizá, que ""todo el mundo"" pueda disfrutar de esa cocina, siempre que cada uno se sienta único. Y no es lo que ocurrió en esa cena. Nada especialmente profundo, nada especialmente picante o acido o sorprendente. El reino de la comodidad. Aunque, y para ser justos, algunos platos de gran altura, no sólo técnica, sino emocional y gustativa: el mochi de huitlacoche, la castañuela en hoja de higuera, que, por el aroma, invitaba incluso a una siesta, o el aderezo de la ensalada de encurtidos. Y también algún otro a alturas abisales de lo que debería ser la capacidad y creatividad del chef: los bocabits de ternera o la tira de asado divisan desde lo más hondo las alturas comentadas antes. Mesas sin vestir y vajilla convencional se destacan sobre un marco, es verdad, amable y risueño. Bodega sin grandes hitos y adaptada a la comodidad del lugar (afortunadamente, los precios acompañan). En general, sensación de vivir una experiencia aunque sea un tanto trivial.¬;¬26 septiembre 2014¬;¬Visitado el septiembre de 2014¬;¬Relación calidad-precio 2;Ambiente 4;Servicio 5;Comida 3¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
¬Restaurante¬;¬DSTAGE¬;¬carmen t¬;¬Madrid, España¬;¬6¬;¬255¬;¬158¬;¬carmen tMu_Var¬;¬3¬;¬Muy rico, pero peor que el club allard¬;¬Varios platos deliciosos por los que merece la pena ir al restaurante, pero también varios fallos gordos para salir a 100€/pers con el menú corto; 1. Los postres no le hacen justicia al restaurante. Un bosque parecido a la famosa pecera del club allard, pero con un Caracol no muy rico y unas setas q no me gustaron. Y un... Más  Varios platos deliciosos por los que merece la pena ir al restaurante, pero también varios fallos gordos para salir a 100€/pers con el menú corto; 1. Los postres no le hacen justicia al restaurante. Un bosque parecido a la famosa pecera del club allard, pero con un Caracol no muy rico y unas setas q no me gustaron. Y un ajo de merengue insípido, bonito, pero nada espectacular de sabor. 2. 6€ cada refresco, 6€ una copa de vino blanco catalán que no los vale en mi opinión, y 3€ por cada infusión. Total; 30€ de bebida sin haber pedido vino. Un exceso, sobre todo teniendo en cuenta que pedir una primera bebida es casi obligado dado el planteamiento del menú q comienza en el bar. Por lo demás, el sitio es muy bonito, pero quizás es tan moderno q ha perdido un poco la sofisticación ( se ha modernizado, no hay ni mantel, pero se paga como si lo hubiera). Bueno, un menú delicioso, pero igual mejorable.¬;¬26 agosto 2014¬;¬¬;¬¬;¬¬;¬¬;¬Internacional, Mediterránea, Europea, Española, Contemporánea¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo¬;¬Reuniones de negocios, Romántico, Ocasiones especiales¬;¬lunes 13:30 - 15:00 21:00 - 23:00 martes 13:30 - 15:00 21:00 - 23:00 miércoles 13:30 - 15:00 21:00 - 23:00 jueves 13:30 - 15:00 21:00 - 23:00 viernes 13:30 - 15:00 21:00 - 23:00¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬;¬Dirección: C/ Regueros,8, 28004 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Chueca Barrio: Chueca Número de teléfono: 917021586¬
