Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Museo del Jamon¬;¬Diego L¬;¬¬;¬4¬;¬31¬;¬0¬;¬Diego LLo_Cop¬;¬5¬;¬Lo mejor!!¬;¬Copas y jamón!!!! Buen precio bruna calidad y bocadillos de cortesía!!! a los que nos les gusta la cerveza y el jamón no e del lugar indicado!!! RECOMENDADO¬;¬1 noviembre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬ponchogro¬;¬Aguascalientes, México¬;¬5¬;¬44¬;¬2¬;¬ponchogroUn_Uno¬;¬5¬;¬Un delicioso lugar para comer, beber a un excelente precio¬;¬Uno cuando escucha de este lugar, no se imagina que sea un lugar tan delicioso y tan concurrido, uno puede pensar que es de alto precio por la calidad de su comida, pero es accesible pero el sabor y la calidad lo supera por mucho.¬;¬1 noviembre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬anakazi¬;¬¬;¬1¬;¬4¬;¬0¬;¬anakaziun_su¬;¬5¬;¬un clásico para el que gusta comer abundante¬;¬su comida es muy buena, quizás con mesas demasiado juntas, le sería necesario más personal para atención de mesas, pero entiendo que esto hace a un precio muy económico¬;¬1 noviembre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬UsuarioPTP¬;¬Madrid¬;¬4¬;¬28¬;¬1¬;¬UsuarioPTPPe_Yo¬;¬5¬;¬Perfecto¬;¬Yo lo frecuento entre una y dos veces por semana. De los precios más competitivos de Madrid, cañas entre 0.50 y 0.90 con aperitivo, bocadillos desde 1€... el servicio es normalito pero por lo demás es un gran lugar de paso, recomendable para llevar algún amigo extranjero y que alucine con los precios por comida y cerveza. Tiene múltiples localizaciones,... Más  Yo lo frecuento entre una y dos veces por semana. De los precios más competitivos de Madrid, cañas entre 0.50 y 0.90 con aperitivo, bocadillos desde 1€... el servicio es normalito pero por lo demás es un gran lugar de paso, recomendable para llevar algún amigo extranjero y que alucine con los precios por comida y cerveza. Tiene múltiples localizaciones, desde Bernabéu al Paseo del Prado / Plaza Mayor.¬;¬30 octubre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬vicente p¬;¬¬;¬3¬;¬20¬;¬14¬;¬vicente pBi_Dem¬;¬5¬;¬Bien¬;¬Demasiado alboroto de gente en este restaurante pero muy recomendable para tomarte unas cañas acompañadas de una tapa de jamón o unos calamares el servicio es súper rápido ya que tienen mucho personal y el precio muy bien . Demasiado alboroto de gente en este restaurante pero muy recomendable para tomarte unas cañas acompañadas de una tapa de jamón o unos calamares el servicio es súper rápido ya que tienen mucho personal y el precio muy bien .¬;¬29 octubre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬Felipe M¬;¬¬;¬4¬;¬34¬;¬5¬;¬Felipe MIm_La¬;¬5¬;¬Imperdible en Madrid¬;¬La comida, el ambiente, las bebidas estuvieron muy bien. Para rematar el precio fue súper bueno. RECOMENDADO. La comida, el ambiente, las bebidas estuvieron muy bien. Para rematar el precio fue súper bueno. RECOMENDADO.¬;¬26 octubre 2016¬;¬Visitado el mayo de 2016¬;¬Relación calidad-precio 5;Servicio 4;Comida 5¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬dlopezh2877¬;¬Provincia de San Jose, Costa Rica¬;¬4¬;¬43¬;¬1¬;¬dlopezh2877In_Exi¬;¬5¬;¬Increíble pero cierto!!¬;¬Existe un museo del jamón, yo no lo creía, pero es verídico, y se vé súper delicioso, recomiendo visitarlo, pero para personas que no padezcan de colesterol o triglicéridos, jajaja porque realmente uno se antoja de comer y probar de todo!!!!!!! Existe un museo del jamón, yo no lo creía, pero es verídico, y se vé súper delicioso, recomiendo visitarlo, pero para personas que no padezcan de colesterol o triglicéridos, jajaja porque realmente uno se antoja de comer y probar de todo!!!!!!!¬;¬26 octubre 2016¬;¬Visitado el septiembre de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬alfonsosegura8935678¬;¬Pontevedra, España¬;¬2¬;¬5¬;¬0¬;¬alfonsosegura8935678Ex_de¬;¬5¬;¬Excelente¬;¬de los mejores para echar una cerveza y degustar cualquiera de sus tapas aunque mi favorita y muy recomendable es la toritilla :D de los mejores para echar una cerveza y degustar cualquiera de sus tapas aunque mi favorita y muy recomendable es la toritilla :D¬;¬20 octubre 2016¬;¬Visitado el septiembre de 2016¬;¬Relación calidad-precio 3;Servicio 5;Comida 5¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬Naty_1981¬;¬Buenos Aires, Argentina¬;¬4¬;¬26¬;¬3¬;¬Naty_1981Mu_En¬;¬5¬;¬Muy rico¬;¬En plaza mayo hay uno donde podes sentar afuera y disfrutar de la vista y del buen jamón madrileño... no es súper accesible, pero tampoco es carísimo.. es para darse un gusto... En plaza mayo hay uno donde podes sentar afuera y disfrutar de la vista y del buen jamón madrileño... no es súper accesible, pero tampoco es carísimo.. es para darse un gusto...¬;¬17 octubre 2016¬;¬¬;¬¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
¬Restaurante¬;¬Museo del Jamon¬;¬Llaneslagalea¬;¬Cáceres, España¬;¬1¬;¬4¬;¬1¬;¬LlaneslagaleaLa_El¬;¬5¬;¬La paella y el cochinillo , excelente !¬;¬El servicio de terraza bastante lento , llegamos prontisimo a comer a la una y media ,y cuando nos quisimos levantar eran casi , las cuatro . Y eso que pedimos el menú del día . El servicio de terraza bastante lento , llegamos prontisimo a comer a la una y media ,y cuando nos quisimos levantar eran casi , las cuatro . Y eso que pedimos el menú del día .¬;¬17 octubre 2016¬;¬Visitado el octubre de 2016¬;¬Relación calidad-precio 5;Servicio 3;Comida 5¬;¬¬;¬¬;¬Bar, Mediterránea, Europea, Española¬;¬Brunch, Desayuno, Comidas, Cenas, Abierto hasta tarde, Bebidas¬;¬Para llevar, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Buffet¬;¬Niños, Grupos grandes, Familias con niños, Cocina local, Comer barato¬;¬domingo 09:00 - 00:00 lunes 09:00 - 00:00 martes 09:00 - 00:00 miércoles 09:00 - 00:00 jueves 09:00 - 00:00 viernes 09:00 - 00:00 sábado 09:00 - 00:00¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬;¬Dirección: C/ Gran vía 72, 28015 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Malasaña Barrio: Malasaña Número de teléfono: 91 531 45 50¬
