Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬El Capricho de Opera¬;¬Miguel L¬;¬¬;¬0¬;¬2¬;¬2¬;¬Miguel LUn_un¬;¬5¬;¬Una maravilla !¬;¬un sitio espectacular para ir tanto en pareja como con amigos, 100% recomendable . calidad precio inmejorable y la atención de 10. Nos dejamos aconsejar y fue un gusto ! No dudéis en visitarlo¬;¬1 septiembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Nonen N¬;¬¬;¬1¬;¬3¬;¬2¬;¬Nonen NMu_Mat¬;¬5¬;¬Muy rico¬;¬Materia prima excelente, cocinado muy rico y con cariño. Un trato muy amable. En pleno centro un precio asequible para la calidad ofrecida. Lo recomendamos! Karin y Nonen.¬;¬5 agosto 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Roberto C¬;¬¬;¬2¬;¬5¬;¬1¬;¬Roberto CEl_Mi¬;¬5¬;¬El mejor restaurante de Madrid¬;¬Mi pareja y yo llevamos yendo sobre año y medio y nunca decepciona. Siempre que queremos darnos un capricho, sabemos donde ir. ¿La comida, la atención? No sé por cual decantarme, esto es lo que hace del capricho el número uno. Si tuviera que recomendar, no me iría sin probar las brochetas de mar y tierra y las croquetas al... Más  Mi pareja y yo llevamos yendo sobre año y medio y nunca decepciona. Siempre que queremos darnos un capricho, sabemos donde ir. ¿La comida, la atención? No sé por cual decantarme, esto es lo que hace del capricho el número uno. Si tuviera que recomendar, no me iría sin probar las brochetas de mar y tierra y las croquetas al gusto del chef, siempre sorprendentes! Nosotros no dejaremos de ir y espero que vosotros tampoco. Noe y Rober¬;¬4 junio 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Carlos V¬;¬¬;¬2¬;¬5¬;¬1¬;¬Carlos VCa_Lug¬;¬5¬;¬Calidad y buen gusto.¬;¬Lugar para comer bien. Ideal para compartir platos, todos ellos de gran calidad y buen gusto, algunos curiosos. Croquetas variadas de otro nivel...probadlas!! Lugar muy acogedor. En la foto las brochetas tierra y mar. Lugar para comer bien. Ideal para compartir platos, todos ellos de gran calidad y buen gusto, algunos curiosos. Croquetas variadas de otro nivel...probadlas!! Lugar muy acogedor. En la foto las brochetas tierra y mar.¬;¬29 mayo 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Ángel A¬;¬¬;¬3¬;¬5¬;¬3¬;¬Ángel ACe_Las¬;¬5¬;¬Cena de calidad y en cantidad¬;¬Las croquetas de chorizo criollo están estupendas! La primera vez que como tartar de atún rojo... Un sabor extraño para mí pero fue una grata experiencia. El camarero que nos atendió fue muy amable y nos recomendó qué cenar muy bien en todo momento. Un sitio pequeño pero muy bonito, perfecto para parejas o grupos reducidos. Local muy tranquilo en... Más  Las croquetas de chorizo criollo están estupendas! La primera vez que como tartar de atún rojo... Un sabor extraño para mí pero fue una grata experiencia. El camarero que nos atendió fue muy amable y nos recomendó qué cenar muy bien en todo momento. Un sitio pequeño pero muy bonito, perfecto para parejas o grupos reducidos. Local muy tranquilo en pleno centro de Madrid. PD: Cerveza Alhambra 1925¬;¬27 mayo 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Lorena S¬;¬Región de Murcia, España¬;¬0¬;¬1¬;¬0¬;¬Lorena S""L_Fui¬;¬5¬;¬""Lo mejor de Madrid""¬;¬Fuimos a este restaurante des proceso y la verdad es que nos encantó, comida esquisita, unas croquetas súper bien echar y elaboradas a la perfeccion, súper recomendable, cuando podamos volveremos a comer ahí. Fuimos a este restaurante des proceso y la verdad es que nos encantó, comida esquisita, unas croquetas súper bien echar y elaboradas a la perfeccion, súper recomendable, cuando podamos volveremos a comer ahí.¬;¬1 mayo 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Lorenzo P¬;¬Madrid, España¬;¬1¬;¬4¬;¬1¬;¬Lorenzo PSi_Com¬;¬5¬;¬Simplemente, apasionante¬;¬Comida de calidad y distinta. Los sabores se unen en tu boca y forman una combinacion perfecta y exquisita. Lo que mas me impactó fueron las croquetas de pollo mashala. Super recomendableee. Comida de calidad y distinta. Los sabores se unen en tu boca y forman una combinacion perfecta y exquisita. Lo que mas me impactó fueron las croquetas de pollo mashala. Super recomendableee.¬;¬1 mayo 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Marianevonm¬;¬Santiago, Chile¬;¬4¬;¬34¬;¬3¬;¬MarianevonmEx_Com¬;¬5¬;¬Excelenteereeeee!!!!!¬;¬Comida realmente riquísima! Comimos una ensalada de mango con pulpo que estuvo muy buena, pollo tandoori, brocheta mar y tierra y un tártar de atún fenomenal!!! Precio económico! Atención gentil! Vayan!!! Comida realmente riquísima! Comimos una ensalada de mango con pulpo que estuvo muy buena, pollo tandoori, brocheta mar y tierra y un tártar de atún fenomenal!!! Precio económico! Atención gentil! Vayan!!!¬;¬24 abril 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬CARLOS D¬;¬¬;¬0¬;¬1¬;¬0¬;¬CARLOS DES_Cen¬;¬5¬;¬ESPECTACULAR¬;¬Cena en pareja con un ambiente muy agradable. Cada plato que nos sacaban era mejor. Un trato cercano y amable acompañado de auténticas delicatessen, con un precio muy muy asequible. Sin duda, un sitio de referencia en pleno centro de Madrid. Cena en pareja con un ambiente muy agradable. Cada plato que nos sacaban era mejor. Un trato cercano y amable acompañado de auténticas delicatessen, con un precio muy muy asequible. Sin duda, un sitio de referencia en pleno centro de Madrid.¬;¬23 abril 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Olga F¬;¬Madrid¬;¬0¬;¬1¬;¬0¬;¬Olga FUn_Fui¬;¬5¬;¬Un sitio para repetir¬;¬Fuimos un día a cenar porque nos lo recomendaron, no lo conocíamos y salimos encantados. Las croquetas de pulpo y el tartar de atún exquisitos.El sitio muy coqueto y el trato cercano. Volveremos sin pensarlo. Fuimos un día a cenar porque nos lo recomendaron, no lo conocíamos y salimos encantados. Las croquetas de pulpo y el tartar de atún exquisitos.El sitio muy coqueto y el trato cercano. Volveremos sin pensarlo.¬;¬23 abril 2016¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Cocina local, Ocasiones especiales, Familias con niños, Comer barato¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
