Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬DokiDOki¬;¬Carlos B¬;¬Las Rozas, España¬;¬5¬;¬67¬;¬20¬;¬Carlos BAu_Nos¬;¬5¬;¬Autentico japones con ambiente¬;¬Nos lo habian recomendado! Nos encanto!!! A FAVOR El servicio aunque tardo un pelin, en cuanto se organizaron fue de lujo. Muy agradable los camareros. Muy buen ambiente. Materia prima excepcional y muy bien presentada. Niguiris, sushi, timbal, gyozas de carrillera... Bien decorado. EN CONTRA Si no encuentras el parking que hay cerca, muy dificil de aparcar. No hay aparcacoches.... Más  Nos lo habian recomendado! Nos encanto!!! A FAVOR El servicio aunque tardo un pelin, en cuanto se organizaron fue de lujo. Muy agradable los camareros. Muy buen ambiente. Materia prima excepcional y muy bien presentada. Niguiris, sushi, timbal, gyozas de carrillera... Bien decorado. EN CONTRA Si no encuentras el parking que hay cerca, muy dificil de aparcar. No hay aparcacoches. En mi opinion, mucha luz en el restaurante. Al final de la cena el maitre pregunta a todos, si alguna critica constructiva! Tienen ganas!!! Comimos muuucho de todo. Vino de 30€. Postres e infusion, etc, etc.... Salimos a 75€/pax Lo bueno, vale! VOLVEREMOS SEGURO!!!¬;¬12 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Almudena G¬;¬¬;¬3¬;¬9¬;¬3¬;¬Almudena GEx_Cua¬;¬5¬;¬Excelente Japonés¬;¬Cuando llegas al restaurante ya la decoración y la barra te sorprenden, todo muy cuidado y diseñado con mucho gusto. Tanto los camareros como el metre son muy atentos y amables. La comida es excepcional. Muy buena materia prima y muy bien presentados los platos. Sin duda un japonés al que volver. Hay uno de los nigiris con atún y... Más  Cuando llegas al restaurante ya la decoración y la barra te sorprenden, todo muy cuidado y diseñado con mucho gusto. Tanto los camareros como el metre son muy atentos y amables. La comida es excepcional. Muy buena materia prima y muy bien presentados los platos. Sin duda un japonés al que volver. Hay uno de los nigiris con atún y trufa al soplete que es espectacular, también probamos entre otros platos un corte que es más fino que el sashimi, suzuki usuzukuri, muy muy rico.¬;¬19 septiembre 2016¬;¬Visitado el septiembre de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Teresa M¬;¬Madrid, España¬;¬2¬;¬5¬;¬2¬;¬Teresa MHa_Pro¬;¬5¬;¬Hay que conocerlo!¬;¬Probamos un buen número de platos, todos a muy buen nivel, pero el tataki de Wagyu y el sashimi de toro con trufa....son sobresalientes. Buen servicio y ágil. Muy buena relación calidad/precio. De los mejores japoneses de Madrid sin duda. Probamos un buen número de platos, todos a muy buen nivel, pero el tataki de Wagyu y el sashimi de toro con trufa....son sobresalientes. Buen servicio y ágil. Muy buena relación calidad/precio. De los mejores japoneses de Madrid sin duda.¬;¬11 noviembre 2016¬;¬Visitado el noviembre de 2016¬;¬Relación calidad-precio 4;Servicio 3;Comida 4¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Ahinoa M¬;¬¬;¬3¬;¬10¬;¬2¬;¬Ahinoa MCo_El¬;¬5¬;¬Como siempre... inmejorable!¬;¬El mejor japonés de Madrid sin duda alguna, llevamos años acudiendo a él desde que abrió sus puertas y estamos enamorados del restaurante y del dueño. Sin duda calidad excelente con gusto y exquisitez en la comida japonesa. Volveremos sin duda y muchos buenos deseos para ti Miguel te mereces todo lo mejor! Gran hostelero y lo más importante gran... Más  El mejor japonés de Madrid sin duda alguna, llevamos años acudiendo a él desde que abrió sus puertas y estamos enamorados del restaurante y del dueño. Sin duda calidad excelente con gusto y exquisitez en la comida japonesa. Volveremos sin duda y muchos buenos deseos para ti Miguel te mereces todo lo mejor! Gran hostelero y lo más importante gran persona!!¬;¬7 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬ovlopez¬;¬¬;¬3¬;¬10¬;¬1¬;¬ovlopezMu_Lug¬;¬5¬;¬Muy Bien¬;¬Lugar con ambiente acogedor, sin necesidad de reserva previa , sin aglomeraciones, trató agradable, comida de calidad , pero sobretodo volvería a por los postres ..... recomendable en una visita a Madrid .... Lugar con ambiente acogedor, sin necesidad de reserva previa , sin aglomeraciones, trató agradable, comida de calidad , pero sobretodo volvería a por los postres ..... recomendable en una visita a Madrid ....¬;¬6 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬cjperez71¬;¬Madrid, España¬;¬5¬;¬45¬;¬33¬;¬cjperez71Un_La¬;¬5¬;¬Un gran restaurante japoned¬;¬La decoración esta muy cuidada la atención es excelente por parte de los camareros y del maitre que da todo tipo de explicaciones sobre los platos. La barra con tres cocineros es un espectáculo y la comida es estupenda con una amplia y cuidada carta de vinos. Un lugar para repetir sin duda y recomendar La decoración esta muy cuidada la atención es excelente por parte de los camareros y del maitre que da todo tipo de explicaciones sobre los platos. La barra con tres cocineros es un espectáculo y la comida es estupenda con una amplia y cuidada carta de vinos. Un lugar para repetir sin duda y recomendar¬;¬5 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Ylenia G¬;¬Algodonales¬;¬0¬;¬2¬;¬0¬;¬Ylenia GSe_El¬;¬5¬;¬Selecto Japonés¬;¬El trato es excelente. La comida deliciosa. Es un lugar con mucho encanto. Recomiendo el tartar de atún. Volveremos!!! El trato es excelente. La comida deliciosa. Es un lugar con mucho encanto. Recomiendo el tartar de atún. Volveremos!!!¬;¬4 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬lauri2000¬;¬Boadilla del Monte, España¬;¬3¬;¬13¬;¬3¬;¬lauri2000Si_Tan¬;¬5¬;¬Siempre repito¬;¬Tanto la decoración, como el trato, como la comida son de un gusto exquisito. Materia prima excelente con la que consiguen platos que siempre sorprenden, es un japonés pero con un nuevo estilo, muy agradable! Es uno de mis habituales. Tanto la decoración, como el trato, como la comida son de un gusto exquisito. Materia prima excelente con la que consiguen platos que siempre sorprenden, es un japonés pero con un nuevo estilo, muy agradable! Es uno de mis habituales.¬;¬1 noviembre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Eva P P¬;¬Santa Cruz de Tenerife, España¬;¬2¬;¬8¬;¬0¬;¬Eva P PTo_Fui¬;¬5¬;¬Todo buenísimo¬;¬Fuimos siguiendo las recomendaciones de trypadvisor y salimos encantados. Todo excelente, desde q llamamos para reservar. El trato muy cuidado. Los uramaky spicy tuna espectaculares, el tratar de viejitas, los niguiris de akame (magro de atún), shashimi de lubina salvaje y salmón... todo exquisito Fuimos siguiendo las recomendaciones de trypadvisor y salimos encantados. Todo excelente, desde q llamamos para reservar. El trato muy cuidado. Los uramaky spicy tuna espectaculares, el tratar de viejitas, los niguiris de akame (magro de atún), shashimi de lubina salvaje y salmón... todo exquisito¬;¬31 octubre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
¬Restaurante¬;¬DokiDOki¬;¬Carolina C¬;¬¬;¬1¬;¬3¬;¬2¬;¬Carolina CMu_Jap¬;¬5¬;¬Muy bueno, calidad precio excepcional¬;¬Japonés con un toque diferencial, bueno, producto de calidad y con la sensación de haber cenado muy a gusto. Buenísimo el dragon roll y el nigiri de toro flambeado con soplete :). Postre delicioso aunque me faltaron mochis en la carta de postres. Ambiente de cena informal, con amigos, con pareja, pero no lo recomendaría para una cena romántica por... Más  Japonés con un toque diferencial, bueno, producto de calidad y con la sensación de haber cenado muy a gusto. Buenísimo el dragon roll y el nigiri de toro flambeado con soplete :). Postre delicioso aunque me faltaron mochis en la carta de postres. Ambiente de cena informal, con amigos, con pareja, pero no lo recomendaría para una cena romántica por la iluminación, a pesar de que el Local es bonito, original y agradable! Nos faltó un poco de música. Totalmente recomendable :). Precio 33 euros con copa de vino - postre y cenando bien.¬;¬29 octubre 2016¬;¬¬;¬¬;¬¬;¬15 € - 70 €¬;¬Japonesa, Sushi, Asiática, Menú para celíacos¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Para llevar, Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol, Bar completo, Wifi gratuito¬;¬Ocasiones especiales, Romántico, Reuniones de negocios, Familias con niños¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 20:30 - 00:00 miércoles 13:30 - 16:00 20:30 - 00:00 jueves 13:30 - 16:00 20:30 - 00:00 viernes 13:30 - 16:00 20:30 - 00:00 sábado 13:30 - 16:00 20:30 - 00:00¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬;¬Dirección: Calle de Villalar , 4, 28001 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Barrio de Salamanca Barrio: Barrio de Salamanca Número de teléfono: +34 917 79 36 49¬
