Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Tacos & Tapas¬;¬Rubén G¬;¬¬;¬0¬;¬2¬;¬0¬;¬Rubén GLo_Peq¬;¬5¬;¬Los mejores tacos de Madrid¬;¬Pequeño restaurante muy acogedor. Pedimos todos los tacos de la carta, imposible decantarse sólo por uno. Sólida michelada. Personal extremadamente atento y eficaz. Un lugar perfecto para sorprender. Pequeño restaurante muy acogedor. Pedimos todos los tacos de la carta, imposible decantarse sólo por uno. Sólida michelada. Personal extremadamente atento y eficaz. Un lugar perfecto para sorprender.¬;¬14 febrero 2016¬;¬Visitado el febrero de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬redbarclay¬;¬Madrid, España¬;¬3¬;¬11¬;¬12¬;¬redbarclayTa_El¬;¬5¬;¬Tacos deliciosos en un ambiente acogedor¬;¬El dueño es muy amigable, nos contó la historia del local, unido al buen sabor de sus tacos, nachos y micheladas, nos hicieron pasar un buen rato y es recomendable. El local solo dispone de 4 mesas, lo que hace que el trato pueda ser muy cercano. El dueño es muy amigable, nos contó la historia del local, unido al buen sabor de sus tacos, nachos y micheladas, nos hicieron pasar un buen rato y es recomendable. El local solo dispone de 4 mesas, lo que hace que el trato pueda ser muy cercano.¬;¬9 febrero 2016¬;¬Visitado el septiembre de 2015¬;¬Relación calidad-precio 5;Servicio 5;Comida 4¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Bodegon A¬;¬¬;¬5¬;¬73¬;¬32¬;¬Bodegon AEx_Muy¬;¬5¬;¬Excelentes¬;¬Muy variado y muy rica su comida. Bien de precios y buena ubicación. El servicio inmejorables. Volveré en mi visita a Madrid Muy variado y muy rica su comida. Bien de precios y buena ubicación. El servicio inmejorables. Volveré en mi visita a Madrid¬;¬9 febrero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Isabel B¬;¬Vejer de la Frontera, España¬;¬4¬;¬29¬;¬10¬;¬Isabel BEx_Est¬;¬5¬;¬Excelente comida, atención inmejorable!!!¬;¬Estuvimos cenando el pasado viernes por la noche tras reservar por teléfono el día anterior y fue una comida excelente. Lo probamos casi todo: nachos con guacamole, tacos, quesadilla y fajitas. Para mí sobresaliente a los tacos y las fajitas de carne. Y para terminar tartaleta de chocolate y un par de chupitos cortesía de la casa. Fantástico fin de... Más  Estuvimos cenando el pasado viernes por la noche tras reservar por teléfono el día anterior y fue una comida excelente. Lo probamos casi todo: nachos con guacamole, tacos, quesadilla y fajitas. Para mí sobresaliente a los tacos y las fajitas de carne. Y para terminar tartaleta de chocolate y un par de chupitos cortesía de la casa. Fantástico fin de fiesta!!! El precio unos 20 euros por persona, quizás un poquitín alto pero ampliamente compensado con la calidad tanto de la comida como del servicio y la tranquilidad del lugar. Tanto el cocinero como el camarero se preocupan mucho para que el comensal se sienta muy a gusto. Os esperamos en vuestra próxima escapada al sur! P.D. Finalmente ganó nuestra comparsa favorita ;)¬;¬8 febrero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Francisco R¬;¬¬;¬0¬;¬1¬;¬0¬;¬Francisco RBu_Muy¬;¬5¬;¬Buenísimo¬;¬Muy rica toda la comida y un lugar muy acogedor, lo recomiendo 100%. La quesadilla de las mejores que me he comido en mi vida. Muy rica toda la comida y un lugar muy acogedor, lo recomiendo 100%. La quesadilla de las mejores que me he comido en mi vida.¬;¬6 febrero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Valentín E¬;¬¬;¬4¬;¬33¬;¬11¬;¬Valentín EMu_Peq¬;¬5¬;¬Muy buen lugar¬;¬Pequeño sitio con solo cuatro mesas. Eso permite un trato cálido, agradable y cercano. Los empleados muy atentos y corteses. La comida muy rica y en buena cantidad. El precio un poco caro (50€ cena para dos) pero con todo lo que he expuesto no sales con la sensación de caro. He estado en sitios que pagas eso y te... Más  Pequeño sitio con solo cuatro mesas. Eso permite un trato cálido, agradable y cercano. Los empleados muy atentos y corteses. La comida muy rica y en buena cantidad. El precio un poco caro (50€ cena para dos) pero con todo lo que he expuesto no sales con la sensación de caro. He estado en sitios que pagas eso y te tratan mucho peor El unico detalle si quieres ir, el horario de cena es de 20 a 23. Solo quieren un turno para evitar presionar a la gente a que se vaya para atender a otros. Asi que tendras que ir pronto. Eso si, parece que tienen muchas reservas; mejor llamar antes¬;¬6 febrero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬fernandodiaz65¬;¬Ramos Mejía, Argentina¬;¬1¬;¬4¬;¬1¬;¬fernandodiaz65de_Yo¬;¬5¬;¬deliciosas tapas¬;¬Yo estaba en este lugar con mi familia, comimos muy bien, típico de la cocina española, deliciosas tapas .. muy despierta el apetito. ¡volveremos! nos vemos pronto !! Yo estaba en este lugar con mi familia, comimos muy bien, típico de la cocina española, deliciosas tapas .. muy despierta el apetito. ¡volveremos! nos vemos pronto !!¬;¬1 febrero 2016¬;¬Visitado el octubre de 2015¬;¬Relación calidad-precio 4;Servicio 4;Comida 4¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬DanielSalcedo¬;¬Madrid, España¬;¬6¬;¬130¬;¬17¬;¬DanielSalcedoRi_El¬;¬5¬;¬Rico y variado¬;¬El ambiente relajado no es lo mejor de este restaurante, lo rico de su comida y lo variado de su taperio hace del Tacos un lugar ideal para repetir El ambiente relajado no es lo mejor de este restaurante, lo rico de su comida y lo variado de su taperio hace del Tacos un lugar ideal para repetir¬;¬29 enero 2016¬;¬Visitado el enero de 2016¬;¬Relación calidad-precio 4;Servicio 4;Comida 5¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Andrea B¬;¬¬;¬0¬;¬1¬;¬0¬;¬Andrea BEx_Sit¬;¬5¬;¬Excelente !!¬;¬Sitio muy tranquilo y acogedor ... Comida excelente y trato inmejorable !! Próxima visita a Madrid repetiré seguro !!!! Sitio muy tranquilo y acogedor ... Comida excelente y trato inmejorable !! Próxima visita a Madrid repetiré seguro !!!!¬;¬28 enero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
¬Restaurante¬;¬Tacos & Tapas¬;¬Antonio B¬;¬Madrid, España¬;¬1¬;¬4¬;¬1¬;¬Antonio BMu_Pas¬;¬5¬;¬Muy buen Mejicano¬;¬Paseando por La Latina encontramos este pequeño rincón mejicano. No nos defraudó los comentarios que vimos en Tripadvisor. La mejor comida mejicana que hemos probado. y una cuidada atención y servicio. Los encargados están pendientes en todo momento de ti y te recomiendan lo mejor. Un guacamole espectacular y las enchiladas no se pueden pasar por alto. Totalmente recomendable. Mejor... Más  Paseando por La Latina encontramos este pequeño rincón mejicano. No nos defraudó los comentarios que vimos en Tripadvisor. La mejor comida mejicana que hemos probado. y una cuidada atención y servicio. Los encargados están pendientes en todo momento de ti y te recomiendan lo mejor. Un guacamole espectacular y las enchiladas no se pueden pasar por alto. Totalmente recomendable. Mejor reservar mesa.¬;¬27 enero 2016¬;¬¬;¬¬;¬¬;¬30 € - 50 €¬;¬Mexicana¬;¬Comidas, Cenas¬;¬Reservas, Camareros, Aparcamiento en la calle, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito¬;¬Ocasiones especiales¬;¬martes 13:30 - 16:00 19:00 - 23:00 miércoles 13:30 - 16:00 19:00 - 23:00 jueves 13:30 - 16:00 19:00 - 23:00 viernes 13:30 - 16:00 19:00 - 23:00 sábado 13:30 - 16:00 19:00 - 23:00¬;¬Dirección: Calle Redondilla, 7, 28005 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > La Latina Barrio: La Latina Número de teléfono: +34 8105247 25¬;¬Restaurante de especialidad mexicana. Local pequeño y acogedor. Atención personalizada. No apto para grupos grandes.¬
