Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Alright¬;¬C G¬;¬Madrid, España¬;¬5¬;¬55¬;¬11¬;¬C GBu_Me¬;¬4¬;¬Buena cocina americana¬;¬Me encanta este restaurante del barrio. La hamburguesa Delhi está estupenda y las costillas muy ricas. Decoración cuidada y los dueños muy amables. Pero hay que reservar con bastante antelación¬;¬27 junio 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬Miguel196605¬;¬Vaciamadrid, España¬;¬3¬;¬15¬;¬6¬;¬Miguel196605Co_Bus¬;¬4¬;¬Comida familiar¬;¬Buscaba un sitio distinto de los típicos americanos de cadenas conocidas. Pedimos nachos, costillas y hamburguesas. Después de leer las opiniones esperaba más. Las costillas buenas, para mi gusto faltaba algo de aliño, las hamburguesas estaban buenas también, sobre todo carne, lo que me defraudo un poco fue el postre, brownie, no nos gustó, poco hecho y sabor a masa.... Más  Buscaba un sitio distinto de los típicos americanos de cadenas conocidas. Pedimos nachos, costillas y hamburguesas. Después de leer las opiniones esperaba más. Las costillas buenas, para mi gusto faltaba algo de aliño, las hamburguesas estaban buenas también, sobre todo carne, lo que me defraudo un poco fue el postre, brownie, no nos gustó, poco hecho y sabor a masa. El personal bien. Recomendable.¬;¬27 junio 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬Jopaes¬;¬Madrid, España¬;¬5¬;¬88¬;¬15¬;¬JopaesBu_Hem¬;¬4¬;¬Buenas Costillas¬;¬Hemos ido un par de veces en el ultimo mes después de ver su posición en el ranking de tripadvisor. La comida es buena con algunos platos mejor que otros. Las costillas claramente están perfectas aunque por ejemplo los ravioles que proponen de especial no lo son tanto. Buenas raciones y buen punto a la comida americana. Muy buen restaurante... Más  Hemos ido un par de veces en el ultimo mes después de ver su posición en el ranking de tripadvisor. La comida es buena con algunos platos mejor que otros. Las costillas claramente están perfectas aunque por ejemplo los ravioles que proponen de especial no lo son tanto. Buenas raciones y buen punto a la comida americana. Muy buen restaurante para ir en familia. De aqui a estar tan arriba en el ranking hay algo que me falta y que tendre que encontrar seguro la próxima vez....¬;¬16 junio 2016¬;¬Visitado el mayo de 2016¬;¬Relación calidad-precio 5;Servicio 5;Comida 4¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬gonzalezi¬;¬Madrid, España¬;¬6¬;¬122¬;¬80¬;¬gonzaleziBa_Hem¬;¬4¬;¬Bastante bien¬;¬Hemos ido a comer un menú a este restaurante que tenía muy buenas opiniones y la verdad es que nos ha gustado. El menú cuesta 16,50 y puedes pedir por persona, 1 bebida (la que sea, por ejemplo doble de cerveza), 1/2 ración de la parte derecha y un segundo + postre o café. También te ofrecen, por el mismo... Más  Hemos ido a comer un menú a este restaurante que tenía muy buenas opiniones y la verdad es que nos ha gustado. El menú cuesta 16,50 y puedes pedir por persona, 1 bebida (la que sea, por ejemplo doble de cerveza), 1/2 ración de la parte derecha y un segundo + postre o café. También te ofrecen, por el mismo precios, platos de fuera de la carta. Hemos elegido para 2 personas, 1/2 de falso risoto y estaba buenísimo, y 1/2 de nachos chimichanga (caseros), de segundo costillas con patatas (ambos caseros, buenos pero no excelentes), y raviolis con gambas y gulas (pero vamos sabían más a salmón) y tenía una salsa de creo que nata y trufa. Estaban muy buenos también. Para terminar hemos tomado la tarta árabe (como una milhojas de crema, pero de tarta árabe nada, no estaba mal, pero no era tarta árabe) y un apple crumble buenisimo, todo casero. En fin nos hemos llenado y estaba todo rico, y con una caña que hemos pedido de más nos ha salido a 35,40. Volveremos seguro. Las camareras rápidas y amables pero creo que le falta un camarero más porque las pobres no daban abasto.¬;¬9 junio 2016¬;¬Visitado el junio de 2016¬;¬Relación calidad-precio 4;Servicio 5;Comida 4¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬Juan R¬;¬Madrid, España¬;¬0¬;¬2¬;¬0¬;¬Juan Rgr_Un¬;¬4¬;¬gran restaurante - exquisita atencion e inmejorable producto¬;¬Un logar donde encontrar la típica< comida ""americana"", pero hecha aquí, con mucho cariño y especial dedicación. El ""maitre"" es todo un espectáculo (cariñoso). Te dice todo lo que hay fuera de carta, con una especial admiración a su cocinera, y te pone los dientes largos siempre. El trato en el local es cordial y muy cercano. Distintos tipos de... Más  Un logar donde encontrar la típica< comida ""americana"", pero hecha aquí, con mucho cariño y especial dedicación. El ""maitre"" es todo un espectáculo (cariñoso). Te dice todo lo que hay fuera de carta, con una especial admiración a su cocinera, y te pone los dientes largos siempre. El trato en el local es cordial y muy cercano. Distintos tipos de clientes, saben como tratarte para que te sientas a gusto.¬;¬3 junio 2016¬;¬Visitado el mayo de 2016¬;¬Relación calidad-precio 4;Servicio 4;Comida 4¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬David F¬;¬Getafe, España¬;¬4¬;¬28¬;¬2¬;¬David FMá_Hoy¬;¬4¬;¬Más que un americano¬;¬Hoy estuvimos comiendo aquí, lo q en principio era una carta reducida se amplió al doble cuando nos dijeron lo que había fuera de carta. Sorprendido por unos raviolis rellenos de bacalao a la vizcaína y un risotto que muchos restaurantes italianos quisieran servir en sus mesas... De la parte americana: Nachos con guacamole, hamburguesa con queso y sobre todo... Más  Hoy estuvimos comiendo aquí, lo q en principio era una carta reducida se amplió al doble cuando nos dijeron lo que había fuera de carta. Sorprendido por unos raviolis rellenos de bacalao a la vizcaína y un risotto que muchos restaurantes italianos quisieran servir en sus mesas... De la parte americana: Nachos con guacamole, hamburguesa con queso y sobre todo las costillas barbacoa muy muy buenas. Cantidades y precios muy correctos. Postres ricos ricos, desde el brownie, a la tarta árabe. Por todo esto seguro q volveré¬;¬15 mayo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬María José B¬;¬Madrid, España¬;¬1¬;¬4¬;¬2¬;¬María José BFa_Es¬;¬4¬;¬Fantástico¬;¬Es un restaurante fantástico. Hacía tiempo que me lo habían recomendado varios amigos, y efectivamente fui el día 5 de mayo a almorzar y salí totalmente encantada. Fenomenal la comida y el trato. Volveré pronto. Es un restaurante fantástico. Hacía tiempo que me lo habían recomendado varios amigos, y efectivamente fui el día 5 de mayo a almorzar y salí totalmente encantada. Fenomenal la comida y el trato. Volveré pronto.¬;¬12 mayo 2016¬;¬Visitado el mayo de 2016¬;¬Relación calidad-precio 4;Servicio 4;Comida 5¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬220evi¬;¬Madrid, España¬;¬2¬;¬8¬;¬2¬;¬220eviAt_Fui¬;¬4¬;¬Atención al cliente muy buena¬;¬Fuimos un viernes a comer. Menú del día por 16€, me parece un poco excesivo el precio pero la comida estaba buena. Incluye bebida entrante, principal y postre. Probamos dos hamburguesas fuera de carta y el falso risotto que estaba buenísimo. La atención al cliente fue muy buena y salimos llenos del restaurante. Fuimos un viernes a comer. Menú del día por 16€, me parece un poco excesivo el precio pero la comida estaba buena. Incluye bebida entrante, principal y postre. Probamos dos hamburguesas fuera de carta y el falso risotto que estaba buenísimo. La atención al cliente fue muy buena y salimos llenos del restaurante.¬;¬11 mayo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬JUAN JOSE G¬;¬¬;¬3¬;¬14¬;¬2¬;¬JUAN JOSE GCe_Ate¬;¬4¬;¬Cena¬;¬Atención exquisita si vas con niños...supongo que también si no vas con ellos....comida casera americana...probamos la carne poco hecha....y estuvo bien....a mi mujer le sorprendió que estuviera diciendo muuuuu!! pero le gusto, con unos machos riquísimos y un postre espectacular....volveremos a probar....las costillas...un 8,5!!! Atención exquisita si vas con niños...supongo que también si no vas con ellos....comida casera americana...probamos la carne poco hecha....y estuvo bien....a mi mujer le sorprendió que estuviera diciendo muuuuu!! pero le gusto, con unos machos riquísimos y un postre espectacular....volveremos a probar....las costillas...un 8,5!!!¬;¬2 mayo 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
¬Restaurante¬;¬Alright¬;¬maria j¬;¬Madrid, España¬;¬0¬;¬2¬;¬2¬;¬maria jbi_ham¬;¬4¬;¬bien¬;¬hamburgesas muy ricas,volveremos otro dia aprobar otra vez, elambiente un poco ruidoso,camareros agradables , hamburgesas muy ricas,volveremos otro dia aprobar otra vez, elambiente un poco ruidoso,camareros agradables ,¬;¬28 abril 2016¬;¬¬;¬¬;¬¬;¬¬;¬Americana, Internacional, Menú para celíacos¬;¬Cenas, Comidas¬;¬Para llevar, Camareros, Tronas disponibles, Acceso para discapacitados, Sirve alcohol, Bar completo, Acepta Mastercard, Acepta Visa, Reservas, Capacidad¬;¬Familias con niños, Comer barato, Grupos grandes, Ocasiones especiales¬;¬domingo 13:30 - 16:00 martes 13:30 - 16:00 miércoles 13:30 - 16:00 jueves 13:30 - 16:00 viernes 13:30 - 16:00 sábado 13:30 - 16:00¬;¬Dirección: Calle de Pedro Rico, 41 | Lateral Avda de la Ilustracion, 28029 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: 34912190725¬;¬PERMANECEREMOS CERRADOS EN AGOSTO¬
