Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬Restaurante Algarabía¬;¬Neuroneater¬;¬Madrid, España¬;¬6¬;¬426¬;¬278¬;¬NeuroneaterMu_El¬;¬4¬;¬Muy buena cocina con croquetas a otro nivel¬;¬El restaurante tiene bastante encanto. Es pequeño, unas 7 u 8 mesas y con un aire antiguo, decorado con personalidad. Es propiedad de dos hermanas riojanas y ello se refleja perfectamente en su menú, basado en comida casera auténtica y con productos de su tierra. Pedimos 4 platos para compartir y es de agradecer que cada uno de ellos nos... Más  El restaurante tiene bastante encanto. Es pequeño, unas 7 u 8 mesas y con un aire antiguo, decorado con personalidad. Es propiedad de dos hermanas riojanas y ello se refleja perfectamente en su menú, basado en comida casera auténtica y con productos de su tierra. Pedimos 4 platos para compartir y es de agradecer que cada uno de ellos nos lo presentaran dividido en dos platos. Las croquetas de carabineros son absolutamente espectaculares, muy crujientes por fuera, sin exceso de grasa y suaves y muy melosas por dentro... tanto su textura como el saborazo a carabinero merecen volver a por ellas. Espárragos con huevo escalfado: Los espárragos muy buenos, tiernísimos, lástima que el huevo se les pasase un poco y apenas tenía yema. Tomates rellenos de ternera y foie: Muy sabrosos. Chumarro con cebolla confitada. A pesar de que la simple combinación de carne de cerdo con cebolla confitada está más que vista y trillada, estaba muy bueno. La carne es u punto perfecto de cocción, rojita por dentro y muy suave y jugosa. Postre: Una especie de mini pizza crujinte de cholcolate, original, rica y nada empalagosa. Por otra parte el vino de la casa, sin estar mal no es nada del otro mundo y quizá se vaya un poco de precio. El ticket fue de unos 77 euros para dos personas con 3 copas de vino y agua. En resumen, muy buena cocina, tradicional con un toque personal. Lo recomiendo y repetiré!¬;¬12 mayo 2014¬;¬Visitado el mayo de 2014¬;¬Relación calidad-precio 3;Ambiente 5;Servicio 4;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬angel i¬;¬madrid¬;¬4¬;¬36¬;¬47¬;¬angel iEx_Las¬;¬4¬;¬Excelente comida, aunque algo caro¬;¬Las croquetas de carabineros son excelentes, de hecho son famosas. Los esparragos fueron normales, el rabo de toro bastante bueno , aunque mejorable. Las raciones eran en general comedidas, y el precio total resulto caro, unos 45 euros por persona con abundante vino y postres compartidos. El vino de la casa merece mencion especial, el rioja crianza, era excelente pero... Más  Las croquetas de carabineros son excelentes, de hecho son famosas. Los esparragos fueron normales, el rabo de toro bastante bueno , aunque mejorable. Las raciones eran en general comedidas, y el precio total resulto caro, unos 45 euros por persona con abundante vino y postres compartidos. El vino de la casa merece mencion especial, el rioja crianza, era excelente pero tambien algo caro a 19 eur la botella.Pero excelente, sin duda. El ambiente es agradable. La camarera - dueña es muy simpatica pero algo intrusiva, llegando a interrumpir nuestra conversacion varias veces para opinar. En resumen, una muy buena cocina, precios algo elevados, merece la pena probar.¬;¬29 abril 2014¬;¬Visitado el abril de 2014¬;¬Relación calidad-precio 2;Ambiente 4;Servicio 3;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Carlos R¬;¬Madrid, España¬;¬3¬;¬14¬;¬11¬;¬Carlos RCa_Qui¬;¬4¬;¬Caro y buena comida¬;¬Quizás sea algo caro, pero el trato y la comida merece la pena pagarla. Fuimos a celebrar un aniversario y la verdad es que quedamos encantados. El trato fue exquisito y aunque la carta es cortita la comida está deliciosa. La verdad es que para celebrar un cumpleaños o un aniversario es perfecto porque es bastante íntimo. Volveré sin duda. Quizás sea algo caro, pero el trato y la comida merece la pena pagarla. Fuimos a celebrar un aniversario y la verdad es que quedamos encantados. El trato fue exquisito y aunque la carta es cortita la comida está deliciosa. La verdad es que para celebrar un cumpleaños o un aniversario es perfecto porque es bastante íntimo. Volveré sin duda.¬;¬8 febrero 2014¬;¬¬;¬¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬JMC021960¬;¬Madrid, España¬;¬6¬;¬128¬;¬50¬;¬JMC021960Bu_Res¬;¬4¬;¬Buena cocina, muy buen ambiente y muy buen trato¬;¬Restaurante idóneo para celebrar un aniversario, una cena romántica.... La carta es corta pero se agradece. Pedimos las croquetas de carabineros (muy buenas), el chumarro (espectacular) y bacalao a la riojana (muy rico). Los postres también merecen una mención, sobre todo la lámina crujiente de chocolate. El trato es amabilísimo y cercano y el local cuco y cuidado. No es... Más  Restaurante idóneo para celebrar un aniversario, una cena romántica.... La carta es corta pero se agradece. Pedimos las croquetas de carabineros (muy buenas), el chumarro (espectacular) y bacalao a la riojana (muy rico). Los postres también merecen una mención, sobre todo la lámina crujiente de chocolate. El trato es amabilísimo y cercano y el local cuco y cuidado. No es barato, unos 40 euros por persona. Un sitio para repetir.¬;¬18 enero 2014¬;¬Visitado el enero de 2014¬;¬Relación calidad-precio 3;Ambiente 4;Servicio 5;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Acebucheloco¬;¬Madrid, España¬;¬6¬;¬132¬;¬59¬;¬AcebuchelocoMu_Lug¬;¬4¬;¬Muy buena opción¬;¬Lugar acogedor con un trato excelente. Las croquetas de carabineros son asombrosas, así como las mollejas con habitas y puerro. Para nuestro gusto, a los tomates rellenos de ternera y foie, les faltaban un poquito de ""chispa"". El chumarro correcto. La lámina crujiente de chocolate y frambuesa muy original y riquísimo el postre de manzana con espuma de tofe. Vino... Más  Lugar acogedor con un trato excelente. Las croquetas de carabineros son asombrosas, así como las mollejas con habitas y puerro. Para nuestro gusto, a los tomates rellenos de ternera y foie, les faltaban un poquito de ""chispa"". El chumarro correcto. La lámina crujiente de chocolate y frambuesa muy original y riquísimo el postre de manzana con espuma de tofe. Vino excelente. La próxima vez probaremos el guisito de chipis y el rabo estofado. Recomendable reservar.¬;¬14 enero 2014¬;¬Visitado el enero de 2014¬;¬Relación calidad-precio 4;Ambiente 5;Servicio 5;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬suslazaro¬;¬Daganzo de Arriba, España¬;¬6¬;¬84¬;¬66¬;¬suslazaroPe_Acu¬;¬4¬;¬Pequeño gran restaurante¬;¬Acudí allí para una cena romántica de cumpleaños y la experiencia fue estupenda. La carta es corta pero no carece de nada, hay opciones para todos los gustos e igualmente opino del vino, tomamos un rioja excepcional especialmente embotellado para ellas. Las hermanas que lo dirigen tienen una larga experiencia a sus espaldas y saben cómo tratar al cliente y... Más  Acudí allí para una cena romántica de cumpleaños y la experiencia fue estupenda. La carta es corta pero no carece de nada, hay opciones para todos los gustos e igualmente opino del vino, tomamos un rioja excepcional especialmente embotellado para ellas. Las hermanas que lo dirigen tienen una larga experiencia a sus espaldas y saben cómo tratar al cliente y recomendarle si duda sobre qué pedir. El precio no es económico pero dada la calidad de los platos está más que justificado. Lo recomiendo para una celebración íntima pues es pequeñito, lo que se agradece en estos tiempos de bullicio y maximización de espacios.¬;¬25 septiembre 2013¬;¬Visitado el septiembre de 2013¬;¬Relación calidad-precio 4;Ambiente 4;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Filustro¬;¬Daganzo de Arriba, España¬;¬6¬;¬53¬;¬85¬;¬FilustroCo_En¬;¬4¬;¬Comer fuera como en casa¬;¬En este restaurante de apenas 10 mesas situada en la zona de Ópera, Madrid, no esperéis platos de elaboración moderna minimalistas o artísticos, ni platos innovadores y únicos. Os encontraréis platos ricos y sabrosos de comida casera. Es un local regentado por dos hermanas riojanas, una de ellas en la cocina y la otra en la sala atendiendo a los... Más  En este restaurante de apenas 10 mesas situada en la zona de Ópera, Madrid, no esperéis platos de elaboración moderna minimalistas o artísticos, ni platos innovadores y únicos. Os encontraréis platos ricos y sabrosos de comida casera. Es un local regentado por dos hermanas riojanas, una de ellas en la cocina y la otra en la sala atendiendo a los comensales, con una decoración sencilla con bonitos detalles, en definitiva un lugar pequeño y acogedor. La hermana encargada de la sala es encantadora, muy atenta, te pregunta que tal va todo y te cuenta anécdotas de su vida y del local. Llevan 18 años al pie del cañón y esto da mucho juego con el cliente. En cuanto a la comida decir que salimos satisfechos, ahí va lo que comimos: Croquetas Algarabía. Exquisitas por todos los lados, tanto la bechamel como el empanado superiores, una explosión de sabor y textura en la boca. Este plato es complicado, es blanco o negro o te encantan o te horrorizan y esta vez fue de un brillante e impoluto blanco, geniales. Rabo estofado al vino tinto. He probado muchos y este ha conseguido un muy alto puesto en la tabla de mérito. Lo gelatinoso de la carne - se desprendía - y la gran salsa que la acompañaba hizo del plato una auténtica gozada. De verdad habría cogido una barra de pan y hubiera pedido más salsa para mojar en esa maravilla. Equilibrada y sabrosa, el sabor del vino solo se intuía y creo que ahí está el secreto. Guisito de chipis. No soy yo mucho de chipirones, los comió mi mujer. Al probarlos note que la textura y el punto de cocción eran perfectos, la salsa potente y el arroz que lo acompañaba suave y meloso. Un guisito exquisito. Lámina crujiente de chocolate y frambuesa. Yo lo bautizaría como pizza de chocolate y frambuesa. No voy a decir nada más, probadla. No tengo palabras para describir esta obra maestra. Nos queda el vino que no desentono, un gran rioja crianza de la casa que tiene por nombre David Moreno. Como ha mejorado el vino en España en los últimos años, es un lujazo la variedad que tenemos, es un valor que tenemos que dar a conocer más. Un buen vino realza cualquier evento o velada y en este caso fue así. Como conclusión decir que fue una cena de cumpleaños con la mejor compañía, mi mujer. Gracias por soportarme tantos años, eres un encanto. Si a esto le añadimos un lugar pequeño, coqueto e intimo con un gran servicio y una comida excelente, forma un conjunto que supuso una gran noche. Enhorabuena a estas dos hermanas que te hacen sentir como en casa, con buena comida, gran conversación, en lugar acogedor. Continuad así.¬;¬10 septiembre 2013¬;¬Visitado el septiembre de 2013¬;¬Relación calidad-precio 4;Ambiente 5;Servicio 5;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬mcv5018¬;¬Montevideo, Uruguay¬;¬3¬;¬22¬;¬6¬;¬mcv5018Co_Lue¬;¬4¬;¬Cocina casera y trato personalizado.¬;¬Luego de buscar en tripadvisor donde podíamos ir a cenar cerca de la Opera, cuando pasamos por el lugar por fuera no decía mucho, pero igual reservamos ya que son muy pocas mesas. LLegamos antes de las nueve y media y estaba cerrado, esperamos y allí nos atendió Isabel con mucha amabidad nos explicó cual era su carta. Les recomiendo... Más  Luego de buscar en tripadvisor donde podíamos ir a cenar cerca de la Opera, cuando pasamos por el lugar por fuera no decía mucho, pero igual reservamos ya que son muy pocas mesas. LLegamos antes de las nueve y media y estaba cerrado, esperamos y allí nos atendió Isabel con mucha amabidad nos explicó cual era su carta. Les recomiendo probar las croquetitas y una mollejas con habitas que estaban excelente y luego de plato principal pedi rabo al vino tinto y sus postres caseros.Al finalizar la cena vino hasta nuestra mesa la Chef Pilar (hermana de Isabel) a conversar con nosotros si nos había gustado.¬;¬1 septiembre 2013¬;¬Visitado el agosto de 2013¬;¬Relación calidad-precio 4;Ambiente 4;Servicio 5;Comida 5¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬Serena R¬;¬Madrid, España¬;¬0¬;¬1¬;¬0¬;¬Serena RMu_Muy¬;¬4¬;¬Muy buen restaurante.¬;¬Muy buen restaurante. Fuí con mi pareja y pasamos una velada muy agradable. La comida es muy buena, sobre todo la carne. Los precios son un poco caros, pero dentro de lo normal. Muy buen restaurante. Fuí con mi pareja y pasamos una velada muy agradable. La comida es muy buena, sobre todo la carne. Los precios son un poco caros, pero dentro de lo normal.¬;¬6 diciembre 2012¬;¬Visitado el mayo de 2012¬;¬Relación calidad-precio 3;Ambiente 4;Servicio 5;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
¬Restaurante¬;¬Restaurante Algarabía¬;¬diquesur¬;¬Melilla, España¬;¬5¬;¬91¬;¬51¬;¬diquesurCo_Est¬;¬4¬;¬Comida sencilla muy bien hecha¬;¬Estuvimos almorzando en La algarabia, mi marido y yo, pedimos dos entrantes a compartir, y un tercer entrante unas pochas(exquisitas) que a nosotros nos parecia un principal, un plato cada uno, con el vino de la casa muy bueno, y una cerveza cada uno, un postre a compartir y un café, nos costó 100€, la comida estaba muy buena, la... Más  Estuvimos almorzando en La algarabia, mi marido y yo, pedimos dos entrantes a compartir, y un tercer entrante unas pochas(exquisitas) que a nosotros nos parecia un principal, un plato cada uno, con el vino de la casa muy bueno, y una cerveza cada uno, un postre a compartir y un café, nos costó 100€, la comida estaba muy buena, la atención también , ahora que cada uno juzgue, si el precio está bién o no, yo creo que tal vez un pelín subido, en cualquier caso me alegro de haber ido, y si te lo puedes permitir, merece la pena, también hay que tener en cuenta, que es un restaurante con poquísimas mesas.¬;¬18 septiembre 2012¬;¬Visitado el septiembre de 2012¬;¬Relación calidad-precio 3;Ambiente 3;Servicio 4;Comida 4¬;¬¬;¬25 € - 30 €¬;¬Mediterránea, Española¬;¬Cenas¬;¬Bar completo, Reservas, Capacidad, Camareros, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa¬;¬Romántico, Ocasiones especiales, Cocina local¬;¬lunes 21:30 - 23:30 martes 21:30 - 23:30 miércoles 21:30 - 23:30 jueves 21:30 - 23:30 viernes 21:30 - 23:30 sábado 21:30 - 23:30¬;¬Dirección: Calle de la Union 8, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 915424131¬;¬Pequeño y familiar restaurante de cocina tradicional (riojana)en el centro de Madrid¬
