Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬La Candela Restò¬;¬chulita C¬;¬¬;¬1¬;¬4¬;¬1¬;¬chulita CUn_Fui¬;¬4¬;¬Un trato de lo mas esquisito¬;¬Fuimos varias amigas recomendado por una de ellas y la verdad como Lucia diga aquí es que acierta cenamos un poco de todo probamos gran variedad de platillos todos esquisito y servido por un personal igualmente esquisito¬;¬16 julio 2015¬;¬¬;¬¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬BenitoMadrid¬;¬Madrid¬;¬5¬;¬60¬;¬36¬;¬BenitoMadridMe_Est¬;¬4¬;¬Merece la pena ir¬;¬Estuvimos cenando, solo se puede pedir menús degustación, de 6, 8 y 12 platos, pedimos el de 9, con vino blanco Rieschling (muy buena elección). Los sabores y las mezclas son bastante más potentes que los de otros menús degustación que tenían 1 o 2 estrellas Michelín que he probado, pero en resumen está muy bien y merece la pena... Más  Estuvimos cenando, solo se puede pedir menús degustación, de 6, 8 y 12 platos, pedimos el de 9, con vino blanco Rieschling (muy buena elección). Los sabores y las mezclas son bastante más potentes que los de otros menús degustación que tenían 1 o 2 estrellas Michelín que he probado, pero en resumen está muy bien y merece la pena ir. Lo mejor: La actitud y aptitud de los camareros y el ""cono de helado"" de uno de los aperitivos. Otra cosa tengan en cuenta que puedes estar 2,5 o 3 horas cenando, así que reserven pronto si quieren luego hacer otras cosas. Lo peor : Para mi gusto hay demasiada carne y demasiado poco pescado, pero cada uno....¬;¬12 julio 2015¬;¬Visitado el julio de 2015¬;¬Relación calidad-precio 4;Servicio 5;Comida 4¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬Hachene¬;¬Madrid, España¬;¬3¬;¬17¬;¬11¬;¬HacheneEx_Era¬;¬4¬;¬Extravagante, con algunos ""pero"".¬;¬Era una cena especial y la noche no empezó especialmente bien. Después de insistir en dos ocasiones por teléfono que era alérgico al marisco, al llegar, el primer aperitivo era ""snack de camarón"". Al decírselo al camarero tuvimos que volver a explicar todo por tercera vez y a éste, sorprendentemente, pareció molestarle, dándonos la impresión de que iban a improvisar... Más  Era una cena especial y la noche no empezó especialmente bien. Después de insistir en dos ocasiones por teléfono que era alérgico al marisco, al llegar, el primer aperitivo era ""snack de camarón"". Al decírselo al camarero tuvimos que volver a explicar todo por tercera vez y a éste, sorprendentemente, pareció molestarle, dándonos la impresión de que iban a improvisar el menú a partir de este momento. Afortunadamente, este camarero no volvió a atendernos y vino otro mucho más amable que nos explicó que sí estaba anotado y que no nos preocupáramos porque el resto del menú iba a estar adaptado. En este momento todo empezó a mejorar y suponemos, por lo que vimos en otras mesas, que el comportamiento un poco tosco del primer camarero debió ser un hecho aislado. Sobre el menú, había platos excelentes; El usuzukuri de corvina, la gyoza de cordero o el lomo de corzo fueron increíbles. Sin embargo, mi pareja y yo coincidíamos en que en varias elaboraciones, quizás en un intento de innovación algo pasado de rosca, había algún sabor muy concentrado e intenso de determinados ingredientes que suprimían completamente la aportación de los demás. Tras la presentación y descripción de cada plato había ingredientes imperceptibles por culpa de este aspecto, llegando a resultar en algunos momentos incluso desagradable. Por otro lado, la manzanilla de aperitivo y los vinos, tanto los tintos para la carne, como los dulces de postre que nos recomendaron fueron completamente de nuestro agrado y la atención recibida por el sumiller excelente en todo momento. El resultado final fue un tanto agridulce, después de haber visitado otros restaurantes que podrían encontrarse en la misma categoría, no recomendaríamos éste sobre los demás.¬;¬31 mayo 2015¬;¬Visitado el mayo de 2015¬;¬Relación calidad-precio 3;Ambiente 4;Servicio 4;Comida 4¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬SilviaCarbs¬;¬Madrid, Spain¬;¬4¬;¬35¬;¬23¬;¬SilviaCarbsRe_Pro¬;¬4¬;¬Restaurante digo de estrella Michelin¬;¬Probé el menu degustacion de 9 platos y solo puedo decir que fue espectacular! todo perfecto! la presentacion, la originalidad de los platos te deja boquiabierto. la mezcla de sabores es muy especial! el trato de los camareros impecable! sin duda volvere! la unica pega es que no es un precio asequible pero merece la pena y desde luego la... Más  Probé el menu degustacion de 9 platos y solo puedo decir que fue espectacular! todo perfecto! la presentacion, la originalidad de los platos te deja boquiabierto. la mezcla de sabores es muy especial! el trato de los camareros impecable! sin duda volvere! la unica pega es que no es un precio asequible pero merece la pena y desde luego la relacion calidad - precio es mas que equilibrada.¬;¬20 mayo 2015¬;¬¬;¬¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬jorgexcala¬;¬Madrid, España¬;¬5¬;¬54¬;¬37¬;¬jorgexcalaCo_Fui¬;¬4¬;¬Cocina arriesgada que puntua¬;¬Fuimos al Candela a comer y tomamos el menú intermedio (quizá si hubiésemos pedido el más corto nos habríamos quedado con hambre). La cocina está muy trabajada, de inspiración asiática, y con sabores muy potentes, cosa que agradecí. También destacaría que es menos comercial que en cualquier otro restaurante en que haya estado con este tipo de menú degustación con... Más  Fuimos al Candela a comer y tomamos el menú intermedio (quizá si hubiésemos pedido el más corto nos habríamos quedado con hambre). La cocina está muy trabajada, de inspiración asiática, y con sabores muy potentes, cosa que agradecí. También destacaría que es menos comercial que en cualquier otro restaurante en que haya estado con este tipo de menú degustación con algún plato de corte amargo que aun así me pareció acertado. También me gusto que la carta de vinos incluyese referencias asequibles a partir de 16 €…algo que sobre todo valoramos aquellos que no sabemos apreciar correctamente vinos de alto copete. Por último hacer un guiño a la profesionalidad y amabilidad de todo el personal de sala: un 10¬;¬11 mayo 2015¬;¬Visitado el mayo de 2015¬;¬Relación calidad-precio 4;Servicio 5;Comida 4¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬soniaralo¬;¬Madrid, España¬;¬3¬;¬19¬;¬6¬;¬soniaraloCo_Opt¬;¬4¬;¬Cocina fusión¬;¬Optamos por el menú corto, y se queda un poco escaso , uno de mis acompañantes comento al terminar que tendría que ir a cenar. El menú consta de unos aperitivos , 5 platos ,postre y petit four. La presentación de los platos es elaborada y visualmente muy estética, quizás destaca mas la forma que el fondo , Creo que... Más  Optamos por el menú corto, y se queda un poco escaso , uno de mis acompañantes comento al terminar que tendría que ir a cenar. El menú consta de unos aperitivos , 5 platos ,postre y petit four. La presentación de los platos es elaborada y visualmente muy estética, quizás destaca mas la forma que el fondo , Creo que es mejorable la esencia . El servicio muy agradable y con ganas de hacerlo bien. Los vinos excelentes.¬;¬9 mayo 2015¬;¬Visitado el mayo de 2015¬;¬Relación calidad-precio 5;Servicio 4;Comida 4¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬Julia13021959¬;¬Provincia de Barcelona, España¬;¬2¬;¬6¬;¬5¬;¬Julia13021959De_El¬;¬4¬;¬Descubriendo sabores¬;¬El servicio es extraordinario, te sientes como en casa, te hacen disfrutar del momento. Algunos platos del menú degustación son sinceramente extraordinarios, texturas y sabores nuevos. Una experiencia inolvidable. Hay algún plato con el sabor demasiado fuerte (salsa de callos, berberechos) que pueden impresionar al que busca sabores suaves y cómodos. Recomendable llamar por teléfono para reservar mas que por... Más  El servicio es extraordinario, te sientes como en casa, te hacen disfrutar del momento. Algunos platos del menú degustación son sinceramente extraordinarios, texturas y sabores nuevos. Una experiencia inolvidable. Hay algún plato con el sabor demasiado fuerte (salsa de callos, berberechos) que pueden impresionar al que busca sabores suaves y cómodos. Recomendable llamar por teléfono para reservar mas que por internet. EQUIPO EXTRAORDINARIO.¬;¬28 marzo 2015¬;¬¬;¬¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬Leopoldo F¬;¬¬;¬5¬;¬55¬;¬9¬;¬Leopoldo FIn_Com¬;¬4¬;¬Innovación¬;¬Comida muy agradable por el ambiente y el trato. La comida muy elaborada y diferente, aunque deben gustarte los sabores innovadores. Si te gusta la comida tradicional, no es tu sitio, pero si te gusta probar cosas nuevas, deben ir. Carta de vinos desconocida pero recomiendan con acierto. Comida muy agradable por el ambiente y el trato. La comida muy elaborada y diferente, aunque deben gustarte los sabores innovadores. Si te gusta la comida tradicional, no es tu sitio, pero si te gusta probar cosas nuevas, deben ir. Carta de vinos desconocida pero recomiendan con acierto.¬;¬19 marzo 2015¬;¬¬;¬¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬Josep M¬;¬Madrid, España¬;¬1¬;¬4¬;¬14¬;¬Josep MDi_Amb¬;¬4¬;¬Disfrutar comiendo¬;¬Ambiente muy acogedor, servicio excelente y la comida de fábula. Vale la pena. Tomamos el menu maridaje por 25 euros, calidad precio inmejorable. Buen cocinero, y buena cocina. Ambiente muy acogedor, servicio excelente y la comida de fábula. Vale la pena. Tomamos el menu maridaje por 25 euros, calidad precio inmejorable. Buen cocinero, y buena cocina.¬;¬18 marzo 2015¬;¬Visitado el enero de 2015¬;¬Relación calidad-precio 4;Ambiente 5;Servicio 5;Comida 5¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
¬Restaurante¬;¬La Candela Restò¬;¬Pilar R¬;¬Madrid, España¬;¬3¬;¬19¬;¬7¬;¬Pilar RIN_Est¬;¬4¬;¬INNOVADOR¬;¬Estuve con mi pareja cenando estas navidades, el sitio de entrada es muy acogedor. Tienen la cocina justo en el pasillo de la entrada y da al salón por lo que puedes en todo momento ver lo que se esta cocinando. El servicio es de una gran calidad, al igual que la comida, además de innovadores. Cogimos un menú desgutación... Más  Estuve con mi pareja cenando estas navidades, el sitio de entrada es muy acogedor. Tienen la cocina justo en el pasillo de la entrada y da al salón por lo que puedes en todo momento ver lo que se esta cocinando. El servicio es de una gran calidad, al igual que la comida, además de innovadores. Cogimos un menú desgutación con maridaje de vinos. En cada plato el Sumeller nos servia un vino distinto, siempre blancos, o cerveza, en la mayoría de los casos no muy concocidos pero exquisitos. Al final, mientras te pones el abrigo te preguntan que platos son los que más te han gustado y cual quitarias. como he dicho, una gran experiencia. Repetiré con mucho gusto.¬;¬17 marzo 2015¬;¬Visitado el diciembre de 2014¬;¬Relación calidad-precio 4;Ambiente 5;Servicio 5;Comida 5¬;¬¬;¬35 € - 60 €¬;¬Española, Fusión¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Ocasiones especiales¬;¬domingo 13:30 - 15:30 martes 20:30 - 22:30 miércoles 20:30 - 22:30 13:30 - 15:30 jueves 20:30 - 22:30 13:30 - 15:30 viernes 20:30 - 22:30 13:30 - 15:30 sábado 20:30 - 22:30 13:30 - 15:30¬;¬Dirección: Calle Amnistia, 10, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 73 98 88¬;¬La Candela es un espacio de libertad gastronómica, en el que queremos ofrecer una experiencia sensorial lleno de imaginación. Tenemos dos menús de degustación, el corto y el largo. Así de fácil y así de difícil.¬
