Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬El Capricho de Opera¬;¬oscar f¬;¬barcelona¬;¬3¬;¬16¬;¬6¬;¬oscar fMu_Hay¬;¬4¬;¬Muy buena comida y sitio¬;¬Hay pocas mesas y normalmente hay que reservar y me gusta porque es un sitio especial sin muchisima gente. Esta tido muy bien presentado y bueno y el precio es razonable. El personal muy atento.¬;¬19 diciembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Chechu1969¬;¬Fuengirola, España¬;¬5¬;¬61¬;¬13¬;¬Chechu1969Bu_No¬;¬4¬;¬Buena relación precio calidad en opera¬;¬No dudes en acudir a este restaurante si estas por opera, con un ambiente relajado, muy buen servicio y buenos platos. Te recomiendo pollo masala, ensalada de pulpo y mango y el postre de manzana (un pecado). No pidas rolls, escasos y con poca ""gracia"".¬;¬8 diciembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Maria L¬;¬Provincia de Alicante, España¬;¬2¬;¬9¬;¬1¬;¬Maria LBa_Tuv¬;¬4¬;¬Bastante bien¬;¬Tuvimos una agradable comida aquí. El personal era muy servicial. Además de tener platos muy elaborados.¬;¬20 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Andrés A R¬;¬Madrid, España¬;¬4¬;¬42¬;¬19¬;¬Andrés A RRe_Iba¬;¬4¬;¬Recomendable¬;¬Ibamos seis amigos al mediodía con reserva por el Tenedor a carta y al final decidimos ir a menu. Buen sitio, con un servicio magnifico. Los platos de menu perfectos (Lasaña de ternera, bacalao a la portuguesa, tarta de orujo). Tal como indico al menos a esa hora absolutamente recomendable.¬;¬20 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬aitorgau g¬;¬¬;¬0¬;¬2¬;¬1¬;¬aitorgau gBu_Amb¬;¬4¬;¬Buena comida internacional¬;¬Ambiente intimista en el centro de Madrid. Un sitio para disfrutar con tu pareja o amigos a un buen precio con un servicio bueno y agradable La comida esta hecha con mimo y cariño. Felicidades chicos por vuestro trabajo. Volveremos!!!¬;¬12 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬CARMEN C¬;¬¬;¬3¬;¬13¬;¬10¬;¬CARMEN CSo_El¬;¬4¬;¬Sorprendente¬;¬El local muy bonito y bien atendido, con una carta original y buen precio. Buenísimo el rabo de toro y las croquetas.¬;¬8 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬José Manuel R¬;¬Madrid, España¬;¬3¬;¬12¬;¬12¬;¬José Manuel RMu_Sit¬;¬4¬;¬Muy bueno¬;¬Sitio muy agradable y tranquilo, con muy buena comida. Me sorprendió la carta, que tiene platos totalmente diferentes entre sí, pero todos riquísimos: desde el wrap de pollo al rabo de toro, pasando por un sándwich sabrosísimo y unas croquetas originales, todo muy bien presentado.Relación calidad precio, perfecta.¬;¬8 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬Pedrojorgetf¬;¬Tenerife, España¬;¬6¬;¬114¬;¬60¬;¬PedrojorgetfEx_Com¬;¬4¬;¬Excelente!¬;¬Comida muy buena, os recomiendo las croquetas que son realmente espectaculares y las ensaladas. El servicio es muy correcto y la preparación de la comida rápida, quizás como única pega decir que las raciones son un poco escasas y las patatas bravas nos parecieron bastante normalitas, le faltaba algo mas de salsa y un toque mas picante.¬;¬8 noviembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬NEGRILLO¬;¬Madrid, España¬;¬6¬;¬123¬;¬81¬;¬NEGRILLOMU_Est¬;¬4¬;¬MUY SENCILLO¬;¬Este restaurante del Madrid de los Austrias (al lado del Teatro Real), es muy sencillo. Pocas mesas (6 o7). muy bien decorado sin llegar al minimalismo y corta carta. Sin embargo, ahí está la grandeza de estos sitios, su gusto por dar de comer es máximo. El Capricho de Opera tiene ese sabor de los grandes sitios. Os recomiendo las... Más  Este restaurante del Madrid de los Austrias (al lado del Teatro Real), es muy sencillo. Pocas mesas (6 o7). muy bien decorado sin llegar al minimalismo y corta carta. Sin embargo, ahí está la grandeza de estos sitios, su gusto por dar de comer es máximo. El Capricho de Opera tiene ese sabor de los grandes sitios. Os recomiendo las patatas bravas y las croquetas. ¿Bravas? Cocidas con piel y rematadas al horno. Croquetas de pizza. Pedir de varios sabores y compartir . Las raciones están bien. El tartar de atún sencillamente estupendo, así como el wrap de pollo. No tomé postre. Volveré a probar el resto de la carta. Precios: 22 por barba.¬;¬2 noviembre 2015¬;¬Visitado el octubre de 2015¬;¬Relación calidad-precio 4;Servicio 4;Comida 4¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
¬Restaurante¬;¬El Capricho de Opera¬;¬beita_bsi¬;¬Madrid, España¬;¬3¬;¬23¬;¬8¬;¬beita_bsiMu_Est¬;¬4¬;¬Muy agradable¬;¬Estuvimos el martes por la noche. Poca gente y sobre todo guiris. La comida muy buena. El pollo massala riquisimo y las croquetas de pizza, sorprendentes. El camarero muy atento. Un sitio muy agradable para cenar tranquilos. Estuvimos el martes por la noche. Poca gente y sobre todo guiris. La comida muy buena. El pollo massala riquisimo y las croquetas de pizza, sorprendentes. El camarero muy atento. Un sitio muy agradable para cenar tranquilos.¬;¬30 septiembre 2015¬;¬¬;¬¬;¬¬;¬15 € - 30 €¬;¬Mediterránea, Europea, Española, Internacional¬;¬Comidas, Cenas, Abierto hasta tarde¬;¬Camareros, Sirve alcohol, Bar completo, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wifi gratuito, Reservas, Capacidad, Acceso para discapacitados¬;¬Comer barato, Familias con niños, Ocasiones especiales, Cocina local¬;¬martes 13:30 - 16:00 20:00 - 23:00 miércoles 20:00 - 23:00 13:00 - 16:00 jueves 20:00 - 23:00 13:00 - 16:00 viernes 20:00 - 23:00 13:00 - 16:00 sábado 20:00 - 23:00 13:00 - 16:00¬;¬Dirección: Calle Amnistía 6, 28013 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid>  > Centro Barrio: Centro Número de teléfono: +34 911 43 72 30¬;¬El Capricho de Ópera es un restaurante en Madrid, donde ofrecemos una carta de cocina internacional casera elaborada diariamente por nuestros chefs. Nuestra carta se divide en entrantes (croquetas, hummus, ensalada cordobesa,...), platos principales (rabo de toro, ceviche, tartar de atún rojo,..) y postres (tarta de de queso, coulant de chocolate con helado,...). Déjanos sorprenderte y date un capricho ¡te esperamos!¬
