Tipo,NombreRestaurante_,NombreUsuario_,LocalizaciónUsario_,NivelUsuario_,OpinionesTotalesUsuario_,VotosUtiles_,IDComentario_,ValoracionComentario_,TituloComentario_,Comentario_,FechaCometario_,FechaVisitaRestaurante_,ValoracionesComentario_,ResumenPuntuacionesRestaurante_,PrecioMedio_,TipoCocina_,Comida_,CaracteristicasDelResaurante_,AconsejablePara_,Horarios_,DireccionCompletaRestaurante_,Descripcion_
¬Restaurante¬;¬DiverXO¬;¬mandreinacardenas¬;¬Madrid, España¬;¬6¬;¬84¬;¬47¬;¬mandreinacardenas3 _Mi¬;¬3¬;¬3 Estrellas Michelin??? Ni de casualidad!¬;¬Mi esposo y yo hicimos la reserva hace casi 1 año para poder ir a cenar un Viernes. Estábamos ansiosos por tan especial y esperada velada. Hemos estado en Diverxo en todas sus etapas, cuando no tenia estrella, cuando obtuvo la primera, la segunda y ahora la tercera. Todas las experiencias anteriores fueron espectaculares, y para nuestra sorpresa la ultima... Más  Mi esposo y yo hicimos la reserva hace casi 1 año para poder ir a cenar un Viernes. Estábamos ansiosos por tan especial y esperada velada. Hemos estado en Diverxo en todas sus etapas, cuando no tenia estrella, cuando obtuvo la primera, la segunda y ahora la tercera. Todas las experiencias anteriores fueron espectaculares, y para nuestra sorpresa la ultima fue decepcionante. Frecuentamos restaurantes de 2 y 3 estrellas Michellin dentro y fuera de España, y este ha sido el primero que sentimos no merece la tercera estrella por las siguientes razones: 1. El servicio no esta a la altura. Mesoneros corriendo de un lado a otro, hablando entre ellos y distraídos. Copa de vino vacía por mucho tiempo, inaceptable. 2. No explican los platos como es debido, siempre corriendo. 3. La comida es muy rica, pero para un 3 estrellas no tiene nada de impresionante. Pocos platos del menu nos dieron el ""wow factor"" 4. La lista de vinos, deja mucho que desear. Opciones limitadas y no hay opción de maridaje, lo cual esperas al tener platos tan variados. 5. Normalmente cuando vas a comer a un 3 estrellas Michelin, te esperas una noche sofisticada, pero no es el caso con Diverxo. Un poco muy informal para un restaurante de esta categoría. En fin, nos fuimos tristes y decepcionados de tan esperada velada.¬;¬6 julio 2016¬;¬Visitado el julio de 2016¬;¬Relación calidad-precio 2;Servicio 3;Comida 3¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬MPLM¬;¬ESPAÑA¬;¬3¬;¬20¬;¬8¬;¬MPLMNo_Hac¬;¬3¬;¬No volveré¬;¬Hace unos días volví a Diverxo, por primera vez en la nueva ubicación y con las tres estrellas. Fue decepcionante. Evidentemente, todo estaba rico, es lo mínimo que uno espera cuando va a disfrutar una experiencia así. Pero, insisto, teniendo en cuenta que no era la primera vez que iba, sí ha sido la primera vez que no me ha... Más  Hace unos días volví a Diverxo, por primera vez en la nueva ubicación y con las tres estrellas. Fue decepcionante. Evidentemente, todo estaba rico, es lo mínimo que uno espera cuando va a disfrutar una experiencia así. Pero, insisto, teniendo en cuenta que no era la primera vez que iba, sí ha sido la primera vez que no me ha sorprendido. Los lienzos me han parecido mucho más facilones que los primeros que probé (menos arriesgados y especiales), nos trajeron el vino equivocado y los camareros tenían entre ellos una especie de juerga que se veía muy falsa y precocinada, pareciendo que repiten las mismas bromas con cada mesa de comensales. Mucho teatro, mucho show-off y menos cocina. Entre otros detalles, nos recomendaron ir al Menú Lujuria (ni el corto ni el largo) porque un comensal no comía un ingrediente para que toda la mesa tuviera la misma experiencia, para finalmente poner este plato a todos menos a esta persona. Inexplicable. Vamos, que preferían que no fuéramos al menú largo por un tema de tiempos, pero habría sido mejor que así nos lo indicaran. Creo que Dabiz está ahora más al marketing que a la cocina y probablemente le pasará factura. Yo no veo las tres estrellas. Ojalá vuelva a hacer lo que le ha proporcionado tanto éxito.¬;¬6 julio 2016¬;¬Visitado el junio de 2016¬;¬Relación calidad-precio 2;Servicio 3;Comida 3¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬Luis G¬;¬Santiago de Compostela, España¬;¬4¬;¬44¬;¬20¬;¬Luis GME_Con¬;¬3¬;¬MENOS ESTRELLAS Y MAS HUMILDAD¬;¬Conocer Diverxo es una experiencia interesante y diferente por la puesta en escena de este espacio gastronómico, valorable en su justa medida, pues el teatro o el circo prefiero verlos en otros escenarios. No obstante, desde mi punto de vista y con la experiencia de conocer un buen número de estrellas Michelin de este y otros países me atrevería a... Más  Conocer Diverxo es una experiencia interesante y diferente por la puesta en escena de este espacio gastronómico, valorable en su justa medida, pues el teatro o el circo prefiero verlos en otros escenarios. No obstante, desde mi punto de vista y con la experiencia de conocer un buen número de estrellas Michelin de este y otros países me atrevería a decir que este restaurante y su chef van sobrados de estrellas y de arrogancia. Después de 7 meses de espera, tras coger vuelo y hotel para disfrutar de un 3 estrellas y de un chef mediático al que parece gustar mostrarse en programas de televisión, sorprende encontrase con un panorama diferente al que uno espera. Y sorprende porque un restaurante de esta categoría exige una bodega mucho más amplia y cuidada y un sumiller que además de simpático debe tener la experiencia y trayectoria que corresponde. El menú me pareció correcto con tendencia a los toques asiáticos, pero para nada sorprendente ni diferente a otros que ya he probado y los postres fueron pobres y carentes del más mínimo ingenio. En cuanto a su chef, aparte de un breve y forzado saludo al pasar a su lado en la cocina, no accedió a nuestra petición para poder comentar sus platos y en definitiva para conocerle, algo que parece bastante lógico después del esfuerzo personal y económico que supone no solo lo abultado de la factura sino lo relativo al viaje y hotel. La explicación fue que el chef opinaba que estaba para cocinar y no para saludar a las algo más de 30 personas llenábamos el local..... Sin más comentarios !!!!¬;¬6 junio 2016¬;¬¬;¬¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬NievesCM¬;¬Johannesburgo, Sudáfrica¬;¬4¬;¬31¬;¬14¬;¬NievesCMMu_No¬;¬3¬;¬Mucho espectáculo¬;¬No puedo decir que la experiencia fuera mala, porque no lo fue. La puesta en escena es fantástica, los camareros muy majos, y en especial el jefe de sala fue encantador. La comida muy buena, sabores originales y sorprendentes. Lo pasé muy bien y me gustó el ambiente que se respiraba en la sala. El problema es que creo que... Más  No puedo decir que la experiencia fuera mala, porque no lo fue. La puesta en escena es fantástica, los camareros muy majos, y en especial el jefe de sala fue encantador. La comida muy buena, sabores originales y sorprendentes. Lo pasé muy bien y me gustó el ambiente que se respiraba en la sala. El problema es que creo que las expectativas están tan altas y el precio es tan desmesurado que esperaba más, y en parte me decepcionó. No repetiría. Me pareció una experiencia chula, pero de una vez, no creo que me puedan ofrecer nada nuevo que pueda justificar otro desembolso como el que ya hice. No es ni de lejos el sitio en el que mejor he comido, ni el sitio en el que mejor me lo he pasado. No obstante le veo su mérito, por la originalidad, pero si quieres comer bien no es necesario hacer una reserva a 6 meses vista ni gastarte 200 euros por persona. Un detalle feo que ya han comentado por aquí. Teníamos reserva a las 21:00 y abrieron la puerta a las 21:15. Se formó un grupo de gente considerable esperando en la puerta. Entiendo que a Dabiz se le infle el orgullo viendo a los clientes esperando para entrar en su restaurante como si no hubieran comido nunca, pero lo veo innecesario y de mal gusto.¬;¬30 mayo 2016¬;¬Visitado el diciembre de 2015¬;¬Relación calidad-precio 1;Servicio 4;Comida 3¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬VillaGranCanaria10¬;¬Las Palmas de Gran Canaria, España¬;¬3¬;¬21¬;¬10¬;¬VillaGranCanaria10Lo_Ent¬;¬3¬;¬Lo siento, salimos enfadados y disgustados.¬;¬Entramos a las 14:30 y salimos a las 18 horas. Fuimos a disfrutar de una experiencia gastronómica especial , pero lo que recibimos fue un SHOW/ESPECTÁCULO que no lo esperábamos. Somos fieles a un SANTCELONI (lo siento , es la verdad !!) , o un ARZAK , entre otros muchos ..... , somos algo sibaritas para esto ..... El local... Más  Entramos a las 14:30 y salimos a las 18 horas. Fuimos a disfrutar de una experiencia gastronómica especial , pero lo que recibimos fue un SHOW/ESPECTÁCULO que no lo esperábamos. Somos fieles a un SANTCELONI (lo siento , es la verdad !!) , o un ARZAK , entre otros muchos ..... , somos algo sibaritas para esto ..... El local del Diverxo es ESPECTACULAR .... , simplemente ESPECTACULAR , de lo mejorcito .... , pero la experiencia NO NOS GUSTÓ NADA. Nos sentimos como una oveja en un rebaño al que hacían lo mismo a todas , el mismo show , las mismas palabras A TODOS .... , NADA PERSONALIZADO , muy frío en este sentido. COmida rica , pero el resto , EL SHOW , casi 4 horas , una mesa redonda GIGANTE para 3 personas ... , en fin , yo lo lamento de veras ... , pero no salimos nada contentos de alli ni lo podemos recomendar. QUien se puede permitir un almuerzo de casi 4 horas ¿? A mi me iba a dar algo !!! Desesperante . LO lamento de veras. SOy de estos que de 100 uno opina mal , pues me ha tocado a mí. Me encanta su filosofía , su trayectoria , su arte .... , pero YO NO PUEDO ESTAR 4 HORAS EN UN RESTAURANTE escuchando lo mismo en todas las mesas .... , busco algiio diferente , trato personalizado y adaptable al gusto de cada uno. Esto de tener MISMO MENU PARA TODOS y el mismo show para todos ... , aparte de casi 4 horas , NO ME HA GUSTADO. Pido disculpas por ello. Repito , comida muy rica , SI !!!! Pero lo otro LO HA FASTIDIADO. Local espectacular !!!!!!¬;¬2 mayo 2016¬;¬¬;¬¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬Emilio L¬;¬Madrid, España¬;¬3¬;¬12¬;¬15¬;¬Emilio LEx_Tra¬;¬3¬;¬Experiencia única (única para no repetir)¬;¬Tras meses de espera para poder cenar en este restaurante, por fin llegó la fecha para vivir la experiencia. Las expectativas que tenían eran muy altas, debido a la larga espera, el alto precio de la comida y toda la fama publicitaria que hay por detrás del dueño. Parte de las expectativas se vieron cumplidas durante la cena y otras... Más  Tras meses de espera para poder cenar en este restaurante, por fin llegó la fecha para vivir la experiencia. Las expectativas que tenían eran muy altas, debido a la larga espera, el alto precio de la comida y toda la fama publicitaria que hay por detrás del dueño. Parte de las expectativas se vieron cumplidas durante la cena y otras quedaron incumplidas tras una gran decepción. Para no alargarme mucho y no desvelar las sorpresas que un restaurante de 3 estrellas michelín ofrece, seré breve: Detalles a destacar: - Puesta en escena muy interesante. - Sabores nuevos, aunque repetitivos en varios platos. - Trato exquisito de los camareros (aunque demasiado forzado debido a sueldos que cobran) - Trajes sucios de los camareros y recepcionista. - Combinación de platos espectaculares con otros muy muy decepcionantes. En resumen, cenar en el Diverxo es una experiencia única, pero personalmente creo que no se merece ni 3 ni 2 estrellas michelín.¬;¬25 abril 2016¬;¬Visitado el abril de 2016¬;¬Relación calidad-precio 2;Servicio 4;Comida 3¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬Raquel V¬;¬Madrid, España¬;¬0¬;¬2¬;¬7¬;¬Raquel VDe_Int¬;¬3¬;¬Desprecio absoluto por el cliente¬;¬Intentaré resumir mi decepción después de pagar 800€ (200€ por comensal) que creo da derecho a exigir bastante y a que se cuiden al máximo todos los detalles, no sólo la gastronomía estrictamente: Soy seguidora de la cocina de DABIZ desde sus inicios y tenía una gran opinión de su cocina, llena de creatividad y armonía, habiendo acudido en diversas... Más  Intentaré resumir mi decepción después de pagar 800€ (200€ por comensal) que creo da derecho a exigir bastante y a que se cuiden al máximo todos los detalles, no sólo la gastronomía estrictamente: Soy seguidora de la cocina de DABIZ desde sus inicios y tenía una gran opinión de su cocina, llena de creatividad y armonía, habiendo acudido en diversas ocasiones a su restaurante, desde su primera ubicación en Tetuán, luego en c/Pensamiento y ahora en el hotel NH. Entiendo que ahora le sea rentable su ubicación pero en mi opinión la sala de c/Pensamiento era más agradable y mejor acondicionada, ya que la actual es un poco agobiante en algunos aspectos. Me parece una falta de respeto para un restaurante de este standing que teniendo hora a las 21horas para cenar, nos tengan con la puerta cerrada en la calle hasta esa misma hora, sin posibilidad de entrar a una sala donde esperar a que te ubiquen en la mesa, reservada por cierto con 6 meses de antelación. Aunque es mi opinión personal, su enfoque culinario actual no es el más brillante y ahora mismo hay unos cuantos restaurantes en Madrid que estarían a su misma altura. Y para rematar la cena que, por cierto, era una celebración especial en familia, le pedimos a la jefa de sala que por favor nos firmara el menú Dabiz, a lo cual adujo que no era posible porque estaba reunido, porque no le apetecía, etc., así por 3 veces cuando estábamos viendo al mismísimo Dabiz desde nuestra mesa. Impresentable!!!!! Es muy posible que estos ""detalles"" con los clientes le hagan perder rápidamente esas estrellas que tanto esfuerzo le ha costado conseguir y, desde luego, por descontado también la admiración que le profesaba.¬;¬19 abril 2016¬;¬Visitado el abril de 2016¬;¬Relación calidad-precio 3;Servicio 3;Comida 4¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬Cecilia B¬;¬¬;¬0¬;¬1¬;¬2¬;¬Cecilia BMa_Mar¬;¬3¬;¬Mala suerte???.¬;¬Maravillosa experiencia gastronomica y un super entrenado equipo de gente joven. No obstante, no se si es habitual o tuvimos mala suerte, pues nos toco una mesa en la misma puerta (cosa muy desagradable) si no piensas hacer un ""simpa"") y nos falto totalmente la informacion del maridaje con los distintos vinos disponibles. En condiciones ""normales"" se puede obviar, pero... Más  Maravillosa experiencia gastronomica y un super entrenado equipo de gente joven. No obstante, no se si es habitual o tuvimos mala suerte, pues nos toco una mesa en la misma puerta (cosa muy desagradable) si no piensas hacer un ""simpa"") y nos falto totalmente la informacion del maridaje con los distintos vinos disponibles. En condiciones ""normales"" se puede obviar, pero pagando mas de 200 eur or perdona, no es admisible!!!.¬;¬14 abril 2016¬;¬¬;¬¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬Lulo2011¬;¬Madrid, España¬;¬6¬;¬73¬;¬70¬;¬Lulo2011To_Cen¬;¬3¬;¬Todo excelente excepto la comida.¬;¬Cené en Diverxo en febrero de 2016, fué una mesa para dos. Esta fue mi primera experiencia en un tres Estrellas Michelín, tras varios ""dos"" y ""una"" previos, y las expectativas estaban por las nubes. Del momento de la reserva original hacía ya casi un año ya que tuvimos que retrasar la primera fecha por un tema personal (nos hicieron... Más  Cené en Diverxo en febrero de 2016, fué una mesa para dos. Esta fue mi primera experiencia en un tres Estrellas Michelín, tras varios ""dos"" y ""una"" previos, y las expectativas estaban por las nubes. Del momento de la reserva original hacía ya casi un año ya que tuvimos que retrasar la primera fecha por un tema personal (nos hicieron el cambio sin ningún problema). Para garantizar la reserva hay que adelantar 60€ que son descontados posteriormente de la cuenta final. El comedor se encuentra subiendo unas escaleras, a las que se accede tras recibirte en la planta baja. Los primeros platos los haces en la mesa rodeado por una cortina que es retirada sobre el tercer plato. En ese momento te das cuenta que estás en mitad de la sala. La puesta en escena, el comedor, el servicio, los camareros, la presentación de la mesa, la vajilla... excepcional, de altísimo nivel. Hasta ahí lo bueno, lo malo para mi gusto, la comida, y cuando vas a comer es un punto a tener en cuenta. El menú degustación se compone de ocho ""lienzos"" y lamentablemente para mi, fue una completa decepción. El menú está completamente desequilibrado en sus tendencias asiáticas, con unos cuantos platos con exceso de picante. Para mi gusto, platos con excesiva combinación de ingredientes, con mezclas que al menos en mi opinión, no tenían demasiado sentido. Tras los primeros platos, que eran sorprendentes, pero poco más, los fuertes se basan en salmonete, pichón y una redefinición de un cocido madrileño, mi sensación la misma que antes, platos muy ""retorcidos"", con poco sentido en las mezclas. Al final te quedas con un ""si, si sorprenderme me ha sorprendido, pero hay muchas cosas que me sorprenden y no me las como"" Acompañamos la cena con alguna copa de vino que nos fueron eligiendo a lo largo de la cena y en general muy bien, me encantó un vino dulce canadiense. Como conclusión, el carácter sorprendente de la cocina de David Muñoz se queda en eso, en sorprendente, se queda lejos de mis expectativas y creo que no justifica los 425€ de cuenta final.¬;¬12 abril 2016¬;¬Visitado el febrero de 2016¬;¬Relación calidad-precio 2;Servicio 5;Comida 3¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
¬Restaurante¬;¬DiverXO¬;¬JulianMTorresBravo¬;¬Valencia, España¬;¬4¬;¬31¬;¬13¬;¬JulianMTorresBravoVi_Yq¬;¬3¬;¬Visto¬;¬Y quien seré yo para opinar sobre esta experiencia tan valorada por la critica mas experta, pues alguien al que le gusta comer y disfrutar de nuevas experiencias, y en mi humilde opinión, es un lugar que sin duda vale la pena conocer pero del cual me esperaba algo mas, quizás por las expectativas creadas me quedé con ganas de... Más  Y quien seré yo para opinar sobre esta experiencia tan valorada por la critica mas experta, pues alguien al que le gusta comer y disfrutar de nuevas experiencias, y en mi humilde opinión, es un lugar que sin duda vale la pena conocer pero del cual me esperaba algo mas, quizás por las expectativas creadas me quedé con ganas de salir sorprendido por algo y no fue así. Sin duda valoro mucho el trabajo de su cocina y creatividad pero en el fondo , de los ocho platos que probamos realmente me hicieron disfrutar 3 , el servicio muy atento y amable, quizás,un poco sobreactuado pero el show lo lleva incluido, al final en mi opinión un restaurante mas de cocina creativa como otros tantos que conocemos , pero que no tienen la misma repercusión.¬;¬24 marzo 2016¬;¬¬;¬¬;¬¬;¬25 € - 100 €¬;¬Europea, Española, Fusión¬;¬Cenas, Comidas¬;¬Reservas, Capacidad, Camareros, Acceso para discapacitados, Sirve alcohol¬;¬Romántico, Ocasiones especiales¬;¬martes 13:30 - 16:00 21:30 - 23:30 miércoles 13:30 - 16:00 21:30 - 23:30 jueves 13:30 - 16:00 21:30 - 23:30 viernes 13:30 - 16:00 21:30 - 23:30 sábado 13:30 - 16:00 21:30 - 23:30¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬;¬Dirección: Calle de Padre Damian, 23, 28036 Madrid, España Ubicación: Europa  >  España  >  Comunidad de Madrid  >  Madrid Número de teléfono: +34 915 70 07 66¬
